"Topic = ""H&S VRBO Model - REF"">>Topic = ""Pool Unclean Water"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Pool Unclean Water
Sentiment Filter: All sentences
Matched: 80 sentences
"Pool Unclean Water Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Pool Unclean Water""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Pool Unclean Water""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d845b155607f161c117724,8179571515,NOT SPECIFIED,82800711,1675118102885,30/01/2023 22:33:21 CST,"beautiful home near beach with private pool, gas grill, washer/dryer - 1 dog ok",en_us,83,know what you are renting,The pool was dirty when we arrived and after 8 days it was still never cleaned.,HR_REVIEWTEXT,"This property is so far off the main road you can’t get a taxi or Uber so you must rent an suv. An SUV is a must since the roads are all dirt and have horrible dips. They only had a little car and we got 2 flat tires from the roads. We had no running water for 16 hours during the week. Then we had no power or water the last day we were trying to pack up to leave. The sofa was pretty dirty and you didn’t want to use. The shower head has such lower water pressure it’s hard to get all the shampoo and conditioner out so, I looked like a grease head the whole time. The pool was dirty when we arrived and after 8 days it was still never cleaned. There is a canopy over the pool which has large carabiners connection which was fine until the wind blows in the night and they are banging on the the roof all night long. There was weeks worth of bird poop on the deck in which we scrubbed for a while trying to clean because you couldn’t access the door way without stepping in it."
63d6c3d6393c4453f0068e22,8179162657,NOT SPECIFIED,39532810,1675019275177,29/01/2023 19:06:53 CST,wolf den cabin of pomme de terre,en_us,83,very disappointing,The main reason we went there for the hot tub it was not clean smelled awful and was slimey so disappointing.,HR_REVIEWTEXT,The bed was so hard if you have a bad back don't recommend staying there. The main reason we went there for the hot tub it wasn't clean smelled awful and was slimey so disappointing. When we went a few years ago the kitchens had seasonings foil and such. Just a disappointing 3 hour drive for that
63d2a99922cdb631b9187595,8177765263,NOT SPECIFIED,33494196,1674750371714,26/01/2023 16:26:01 CST,oceanfront! 2br/ 2ba condo unit #111 beautiful ocean views from private balcony!,en_us,83,great location! great communication.,The only two things I can really complain about is worn linens and the pool being dirty for a few days.,HR_REVIEWTEXT,The only two things I can really complain about is worn linens and the pool being dirty for a few days. Excellent communication with the property manager and great condo/unit. Easy beach and pool access and the kids loved it! Thank you!
63dac775e702612f4ee95da8,8180298137,NOT SPECIFIED,46955316,1675282303759,01/02/2023 20:11:33 CST,feb promo! no cleaning fee | no pet fee | heated pool | beach 4min | foosball,en_us,83,fail,The pool was kind of dirty also.,HR_REVIEWTEXT,My daughter and I didn’t even make it twenty four hours before finding another place to stay in Fort Lauderdale. When we arrived the other guest apparently decided it was only their property and proceeded to have the tv on for the next eight hours at a level that can only make one assume they were born deaf and couldn’t afford hearing aides. They also had a dog that barked at 3:30am. Being up until 5 am with them was not my plan. The pool was kind of dirty also. And when we arrived there was a truck blocking the driveway also. And the air for the unit was controlled by the other guests. Which made it a stifling box of hot air with no air movement whatsoever. I emailed the property and asked for a refund as we weren’t returning and never got one.
63d6ddf67c399907a1c488c1,8179194532,NOT SPECIFIED,80640683,1675025920509,29/01/2023 20:58:30 CST,casa boho-tropical pool-pingpong-15 min to beach !,en_us,83,this place was very “lipstick on a pig.” the photos portrayed something very different. not worth it,Pool was super dirty.,HR_REVIEWTEXT,"Easy check in.
Pool was super dirty. None of the outside stuff worked-patio fridge/ice maker. The umbrella shown in the photos wasn’t there because of previous renters, that wasn’t communicated so after we asked they dropped off one from Walmart. Patio furniture beat up, cushions for patio furniture was all ripped, stuff hanging out and needs to be replaced. No cleaning products or laundry soap on site as the listing reads. No S&P or seasonings, no garbage bags, no full size dinner plates. No mixing/salad bowls. No hot water in the main shower with the tub. No filter in fridge water. All the cheap kitchen pans, burn your food and leave a bad taste on them. The gas stove oven, doesn’t work properly (over an hr for a cheap 20 min pizza to cook and still wasn’t done) along with a terrible gas smell. We had to buy a broom just to clean a little. The kitchen sink leaks. No pool lights as shown. The beds weren’t great. The towels weren’t plush-they’re cheap. Bathrooms were dirty, no conditioner-and it does state shampoo and soap, but that’s it. Closet doors missing in rooms. I could go on and on. I’m not a rich, bougie person. I camp and don’t mind working with very little, but this place isn’t what is sold to you. It’s very cheaply put together with bare minimum, mismatched thrown together stuff, sold as something far different… I’ve stayed in a lot of places, I wouldn’t stay here again, especially for the money. Very disappointed we flew in from across the country for that. Sucks to work hard for a family vacation, have your hopes up and be so swiftly let down. 
Now, I will say, after we contacted them, they did have them come out right away and clean the pool some, and as I stated, they dropped off a Walmart umbrella. So that was nice. But there just isn’t any effort or extras and it definitely shows. They’re making bank and not putting in anything to make the stay nice for guests from out of state."
63d76f6b7b4521421355cc51,8179350289,NOT SPECIFIED,89838350,1675063196707,30/01/2023 07:19:07 CST,magnificent 5-bedroom home / pool & ocean view,en_au,83,ridiculous,The pool was disgusting.,HR_REVIEWTEXT,"This place takes 640 dollars as a cleaning fee. To clean BEFORE you check in and after. You'd expect the property to BE CLEAN, but no. 
Crumbs left on the couch
Hand prints all over the windows
Oil deposit on the stove top
Finger prints on the chairs. 
The blinds wete broken, so you are left without a view. 
The pool was disgusting. Excessive leaf deposits, bandaids, tissues in the water. Water level of the pool was very low.

Wasted a whole days worth not being able to access the pool, to a point where we tried to clean it ourselves. 
Contacted property managers only to get a response the NEXT DAY. 
Unacceptable, we wasted a days fee to clean when we should have been able to enjoy as soon as we checked in.
Do not stay here unless you want to waste money"
63ddb99c01a8732909349612,8181144332,NOT SPECIFIED,84351353,1675475381145,04/02/2023 01:49:16 CST,spacious 5 bedroom solterra home with movie theater loft and games room!,en_ca,83,disappointed,The hot tub was dirty and drained and therfore not in working condition.,HR_REVIEWTEXT,"I was very disappointed with our stay. When we arrived our door code did not work. We contacted the company and were given a new code. I was absolutely disgusted with the cockroaches in the kitchen. Called company right away
And pest control didn't come until a few days into our stay. Even after they came, we still had the pest issue. The overall cleanliness of this house was poor. The hot tub was dirty and drained and therfore not in working condition. This was misleading as it was shown in working condition in the photos. Also the second day we had no hot water. Someone did come fix that issue that day thankfully. Very very disappointed"
63cd79c31fd93d35e38d4f5f,8176075884,NOT SPECIFIED,84352849,1674410450766,22/01/2023 18:00:35 CST,"☀shelley casa, 3br/2ba,stunning- ✔pool✔whole house",en_us,83,spacious and conveniently located,Pool and area were not clean.,HR_REVIEWTEXT,"The property was as described. Great location with shops restaurants nearby. Short, easy drive to the beaches/pier and shops. Bedrooms were large and beds comfy. Kitchen fully stocked. Living space had plenty of room for our family and dogs. Lots of upgrades inside. Backyard could use some focus. Pool and area were not clean. Yard was littered with toys and pet waste from previous guests."
63dab260b679b8226b1a80b7,8180269503,NOT SPECIFIED,71671809,1675276907651,01/02/2023 18:41:36 CST,private oasis in hollywood 3 bedrooms with pool,en_us,83,our family stay,Pool was dirty and too cold to swim in .,HR_REVIEWTEXT,The house is a bit outdated.House wasn't as clean as we hoped and didn't have any cleaning supplies. Trash was left behind and bins were half way full before we used them . Pool was dirty and too cold to swim in . Bbq grill had no propane in the tank and was filthy . Most of the outlets in the house weren't working. Overall the location was ok.
63d9dfabb3d43e2815a70a46,8180030027,NOT SPECIFIED,34642411,1675222985143,01/02/2023 03:42:35 CST,centrally located one bedroom apartment,en_au,83,quite old and worn out.,The pool had algae growing in it and again is very old and not very clean.,HR_REVIEWTEXT,"The Hotel is quite dated, old and in need of some TLC. The room was adequate, but the bed was absolutely awful, with a very worn out mattress, zero support. The lounge area was as hard as rock and not very comfortable either. The dispensers in the bathroom were almost empty, and needed refilling. The fridge was leaking of water inside. The next morning before 8 am someone tried to enter the room (i assume to clean) why I do not know, as it is a 10am checkout so not very impressed at all. The Restaurant food was also very average. The food was overcooked especially the pasta. The 'fresh' cooked vegies were a pulpy mess , a small serve and served on a dinner plate!! The pool had algae growing in it and again is very old and not very clean. Apart from a cheery receptionist, no, we will not recommend this Hotel nor will we revisit."
63d81fd377bd532a55e1d41e,8179525291,NOT SPECIFIED,67635665,1675108320903,30/01/2023 19:51:47 CST,gatlinburg - dreams come true - 5 bedroom - sleeps 19,en_us,83,great cabin poor maintence,The hot tub was cold and dirty.,HR_REVIEWTEXT,"We arrived and found multiple damaged pieces of furniture, doors, dishes and hot tub not to be functioning. 
The hot tub was cold and dirty. Office staff sent a tech to drain and repair the following day but it never did get above 65 degrees. 
Screen door was damaged and maintence had unsuccessfully attempted poor repair methods. 
Multiple/Various pieces of furniture are damaged and unsightly. 
We were extremely disappointed to find that the one request I had written in the special request was not even taken into consideration. Our special request being the hot tub be clean and ready to use for my birthday. Again it was cold and the bottom was filled with scum. I have a picture. 
The dish ware was damaged and we had to cook with Teflon that was severely chipping.
Otherwise we made the best of what we had."
63dae02ca5d0c678612a1220,8180335708,NOT SPECIFIED,34514707,1675288665081,29/01/2023 04:08:12 CST,"the boathouse - sleep in your own slip - unique property, boathouse over water",en_us,83,run down falling apart,Landscaping was let go with overgrown weeds and rusty pool screening and green pool to look at every day.,HR_REVIEWTEXT,"Photos are deceiving. Outdoor shower rusted and falling apart used as storage. Camper for additional guest you could see dead insects and junk inside nobody could ever stay in there. Electrical was suspect with melted electrical outlets. Furniture dirty and from the 1980’s. Landscaping was let go with overgrown weeds and rusty pool screening and green pool to look at every day. Dock is dilapidated. Kayaks were both broken down with broken seats and in poor condition. SUP was not provided. Upper deck seemed unsafe with ancient furniture. Really low class. Do not plan on cooking just not feasible in the kitchenette. Also the owners are right there every day, they never go anywhere, so there is no privacy at all. The owners are all nice enough (4 adults). They just seem unable to do any kind of work or maintenance on the property. I just want future renters to know what to expect if they choose to rent."
63dd01db6e46e53fe26eb30e,8180944694,NOT SPECIFIED,78082996,1675428356822,03/02/2023 12:45:14 CST,etta place 6 by avantstay | ski in/ ski out unit!,en_us,83,ski trip,Community hot tub was dirty with only half the jets working.,HR_REVIEWTEXT,"Location was great and condo was fine for just me and my wife, but four people would be very crowded in this condo. There were no hand towels or wash clothes and took two days to get some after two requests. Community hot tub was dirty with only half the jets working. Box fan in the unit was broken and comforter had large unidentified stains as well on couch in main living area. Access to the town shuttle was convenient and we could walk to some locations. I expected nicer accommodations for paying $500 a night. I will stay at one of the higher end hotels in town next time."
63e034773e3c937f7b81b518,8181950281,NOT SPECIFIED,71747835,1675637889318,05/02/2023 22:57:59 CST,amazing scottsdale abode w/ private oasis!,en_us,83,scottsdale 2022,"the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good",HR_REVIEWTEXT,"The house is in a great, quiet location. The hot tub was awesome, and the majority of the house had modern updates. The backyard is amazing and the main reason we booked the property. But, the big problem is that the furnace only heats the bedrooms. So the main areas-kitchen, dining, living room have no heat. When we were there, it got down to the low 30's at night, and we needed heat. The property manager and owner said to leave the bedroom doors open and there are also 2 space heaters to heat the main areas. The space heaters were way to small to make a difference and the main areas were quite cold. None of the living room lights worked nor the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good. Due to having no heat in the main areas, we would not stay there again. We could look past all of the other issues, but with the main areas too cold to be in, we will look at other properties for our next visit."
63d7d6fa8e9a374da82053ab,8179412043,NOT SPECIFIED,34091590,1675089668049,30/01/2023 14:40:58 CST,the lodge at schweitzer mountain resort. incredible views.,en_us,83,ski weekend,the hot tub was pretty murky,HR_REVIEWTEXT,"Lou is a pleasure to work with. Communication is easy and she gets back to you in a timely manner. Check in was easy and we were greeted by the owners upon arrival. The house is huge and fit 14 adults comfortably. Great location for ski in/out! 
Yes, the driveway is very slippery. You will need 4 wheel drive. The only two down falls were the microwave was broken and the hot tub was pretty murky. I’ve passed this house on to a few others looking for places to stay at Schweitzer that will accommodate a large group. This is it!"
63d95abe0cbec808ed0fe7bf,8179883660,NOT SPECIFIED,51885265,1675189099001,31/01/2023 18:15:26 CST,"tropical getaway spot. lush grounds, pool, free use of water activities, private patio.",en_us,83,would recommend,Only issue we had was the pool was a little dirty,HR_REVIEWTEXT,Very nice condo and area. We walked everywhere near John’s Pass and Treasure Island. Only issue we had was the pool was a little dirty and our shower wasn’t working properly. We contacted the manager and they sent someone out to fix the issue as soon as they could. Overall great place!
63dbff1a1ccb8e7907ef793d,8180670564,NOT SPECIFIED,39992168,1675362113144,02/02/2023 18:21:14 CST,updated! unbeatable old town location with heated pool!,en_ca,83,dirty,The pool was dirty with scum.,HR_REVIEWTEXT,"I usually do not leave reviews unless it is exceptional or horrible. This place was horrible. The pool was dirty with scum. I complained to the owner and he said the “manager” would clean it. Never was cleaned. My teenage boys would not even swim in the pool. No lights in the back yard so you could not enjoy the cool evenings. No lights in the back-yard patio. I advised the manager, he said “oh sorry”… but yet the lights were not replaced. Windows were filthy. The ad says totally renovated. No. Maybe the entrance and the kitchen. Holes in the walls, dirty walls, filthy windows. The tracks in the master bedroom was so full of dirt - disgusting. The dishes were dirty had to clean them before we used them. Could not find a sharp knife anywhere. We rented for 7 days, not enough garbage bags, not enough dish washer soap. I have many pictures that I wish I could post so that you could see for yourself. Would not book in the future."
63d9197536e41b51355e68bb,8179792166,NOT SPECIFIED,80289178,1675172223412,31/01/2023 13:36:53 CST,2 bedroom home with private pool and tiki hut,en_us,83,property not maintained,Three weeks in the pool turned green because it had not been serviced and we could not use it for a week while it cleared out.,HR_REVIEWTEXT,"Rented a house to stay during the holidays to visit with family and friends who lived in Florida. Enjoyed that part of my stay. 
The best thing about the house was the tiki hut although the covers on the lounge chair were dry rotted and need to be replaced. One of the first things that happened was that my dog got out of the back yard because the latch on the gate was broken. Then the coffee maker didn’t work because it needed to be descaled. Three weeks in the pool turned green because it hadn’t been serviced and we couldn’t use it for a week while it cleared out. Although the house is in one level the floor isn’t level, not good for anyone with mobility issues. Then there is the pool table that takes up a third of the living space with a broken pool que.
The furniture is uncomfortable and sparse, no tables where you need them for for putting down a drink or book.
When the drainage pipe for the sinks and bathrooms backed up that was disgusting.
When the air conditioning stopped working on New Years Eve and it took 6 days for it ti be repaired in eighty degree weather it was anything but comfortable.
After a while I felt like I was there as a test Tennant to see what needed to be done to fix the home’s problems. Oh I forgot the the vent filters under the microwave look like they have never been cleaned, something is hanging down from them.
As my son told me it would be better to stay in a hotel. It would be cheaper an you have maid service and the amenities are maintained."
63cf30c1de70ea3316f64931,8176640258,NOT SPECIFIED,33906561,1674522930321,24/01/2023 01:13:37 CST,"huge3story log  home ,hot tub,private /lake/beach/river/waterfall , pets/snowski",en_us,83,please read,Also have proof my children had the infection from hot tub.,HR_REVIEWTEXT,First off the Wi-Fi was terrible. Second it says there is a smart tv but there’s no apps and internet was so terrible you couldn’t even try to download an app and tv upstairs only has local stations. Third the hot tub wouldn’t get hotter and my children got a bacterial infection instantly from it. Fourth I was charged for checking in early when I have proof I didn’t. Also have proof my children had the infection from hot tub.
63cf30c1de70ea3316f64931,8176640256,NOT SPECIFIED,33906561,1674522930321,24/01/2023 01:13:37 CST,"huge3story log  home ,hot tub,private /lake/beach/river/waterfall , pets/snowski",en_us,83,please read,Third the hot tub would not get hotter and my children got a bacterial infection instantly from it.,HR_REVIEWTEXT,First off the Wi-Fi was terrible. Second it says there is a smart tv but there’s no apps and internet was so terrible you couldn’t even try to download an app and tv upstairs only has local stations. Third the hot tub wouldn’t get hotter and my children got a bacterial infection instantly from it. Fourth I was charged for checking in early when I have proof I didn’t. Also have proof my children had the infection from hot tub.
63e0402e4645d7464e0cde71,8181964495,NOT SPECIFIED,40219729,1675640888424,05/02/2023 23:47:58 CST,only minutes to disney,en_us,83,orlando golf,Pool was very dirty.,HR_REVIEWTEXT,"Villa was very spacious for our group of 8. Not impressed with lack of towels, no shower mats (one of my friends fell walking out of the shower on wet floor). Pool was very dirty. No extra toilet paper and the microwave was broken. Leak in kitchen ceiling from shower above that was never repaired"
63dd4ef8c144681fa06b4504,8181031426,NOT SPECIFIED,78039362,1675448065918,03/02/2023 18:14:15 CST,large luxury ski-in/ski-out chalet style escape,en_us,83,beaverhead stay,The only unfortunate feature was the spa was not clean.,HR_REVIEWTEXT,My group really enjoyed our stay. The location was convenient to the resort. The condo was great & very accommodating for our group. The only unfortunate feature was the spa was not clean. Water quality was poor with bacteria & did not make for a relaxing finish to a day on the slopes.
