"Topic = ""H&S VRBO Model - REF"">>Topic = ""Electrical - Power Outage"""
Date exported: 31/01/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 29/01/23
Date filter: 23/01/2023 - 29/01/2023
Topic path: H&S VRBO Model - REF-->Electrical - Power Outage
Sentiment Filter: All sentences
Matched: 63 sentences
"Electrical - Power Outage Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Electrical - Power Outage""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d476ab7aa2326de37750e3,8178422060,NOT SPECIFIED,33933080,1674868406085,28/01/2023 01:13:14 CST,"by the sea - seaside paradise, newly renovated & furnished",en_us,83,nice view and bedding - poor water/power/wi-fi and rocky beach,The power went off intermittently 3-5 times per day.,HR_REVIEWTEXT,"Some pros and cons:

1. Stated in description kid friendly sandy beach: The beach is not a kid friendly swimming beach. It is very rocky. Make sure to have water shoes. While you can snorkel in the water, it does not have a lot in the direct area to offer for habitat or viewing. 
2. The dishwasher didn’t drain making it unusable. Upon arriving it had standing putrid water and dishes in it. We ran it and it leaked so we washed by hand the trip.
3. The water pressure was minimal at best. Even rinsing dishes and showering was hard with no pressure - not uncommon to have such low pressure it dripped. 
4. Upon arrival there was half a roll of toilet paper and a clogged toilet. With the poor water pressure this was a continuous obstacle. 
5. The paddle board had a slow leak and the kyak had a hole. This became a safety concern as children were out in the ocean with sinking equipment. 
6. Wi-Fi was sporadic. Regularly needing to reset the router. It worked as long as only one device was being used but not for streaming or large downloads. If needing Wi-Fi for work, I would recommend getting a backup.
7. The power went off intermittently 3-5 times per day. While this is a common issue on the island, there was no back up generator. If needing to use a CPAP or other critical devices, you will want to bring a secondary power source.
8. Upon leaving there were no instructions besides taking off linens. Which we gathered. We did not sweep thoroughly and they charged a significant fee with a picture of the few things that were swept up. We had left a recycle box because we looked for somewhere to recycle and couldn’t find one and charged over $200 for additional cleaning fees. 

Pros: 
- the view is fantastic
- The washer and dryer work fine 
- Volleyball net is a plus (volleyball was flat without something to pump it up)
- Local dogs are kind and friendly 
- Ac works well
- Screened patio is great for dinners
- While the beach is quite rocky, the beach deck provides a nice place to relax. 
- Beds were comfortable 
- Linens were comfortable and clean"
63cf3c3e1fd93d35e3d08e5c,8176664428,NOT SPECIFIED,40191306,1674526021435,24/01/2023 02:02:38 CST,ocean view jungle villa pool jacuzzi fibre optic near beaches concierge service,en_us,83,tropical paradise !,"We had power outages every day, but it was only out for 1 or 2 minutes a day.",HR_REVIEWTEXT,"We used Nacho for Airport transfer from SJO. We would recommend that for those that have never driven in Costa Rica before. We rented a car from Uvita the next day. The roads are steep and curvy but very passable in dry season. The villa is better than the pictures can capture. We were mostly here to see the jungle and birds, wildlife etc. We were pleased with what all there is to see right from the deck. We had monkeys on the deck rail 2 out of the 7 days! Toucans, Aracaris, Tanagers, Honeycreepers, and many more other species daily. The gardener showed a sloth and its baby to us one day in a tree beside the parking area. So cool! Very friendly and helpful service personnel were there upon our arrival. We had power outages every day, but it was only out for 1 or 2 minutes a day. However, I think a back-up generator was being installed while we were there. We had a problem with the pool but Nacho and Lucie were very quick to remedy that even on a weekend. If you are looking for 1st class location and villa this will not disappoint. We would book this again without hesitation if we have the opportunity. Thank you, Lucie and Cameron, for sharing your piece of paradise with our family."
63ceb4b9f18e8a4e73179321,8176479824,NOT SPECIFIED,74923093,1674491131397,23/01/2023 16:24:25 CST,gray manor - deer run manors,en_us,83,safe location,Propane fireplace saved us when the power went out.,HR_REVIEWTEXT,"Nice little cabin in a safe location near most popular sites. Bring your own entertainment: cards, books, DVDs. Most cases do not have movies in the DVDs that are supplied. Propane fireplace saved us when the power went out. Would stay again."
63cdabd9066d7268f697cae5,8176146925,NOT SPECIFIED,31649101,1674423283032,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,But when the power went out everything went to pot.,HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cdabd9066d7268f697cae5,8176146926,NOT SPECIFIED,31649101,1674423283032,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,"With no power you have no running water, can not drink (had to boil before drinking as well) water or use toilets.",HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cea0bce5b1da63a18799ff,8176452295,NOT SPECIFIED,40190679,1674486114341,23/01/2023 14:59:06 CST,"monticello - blue bahia villa overlooking  a majestic view,ten bay, 10% off 2023",en_us,83,more than the sum of it's parts.,"Another plus is that the house has a generator as do their other properties, so power outages will not infringe on your good time.",HR_REVIEWTEXT,"The house is so large we ended up using only the second floor. Decorated eclecticly, we were constantly coming across little interesting pieces and flourishes. I won't spoil it for you. One of our favorite spots was a private dining deck open to the bay. We ate most meals there. The private beach access made entering the bay effortless and if you take a short walk along the beach before sunset you can lay on the beach and watch it sink into the Caribbean. If you're a sunrise person the Atlantic beaches are a short distance away. Also our gratitude to Mr and Mrs Williams the caretakers who greeted us on arrival answered our many questions and helped with any issues. They were efficient, friendly and genuinely great people. We had a great time and felt very comfortable. Highly recommend and are planning to return. Another plus is that the house has a generator as do their other properties, so power outages won't infringe on your good time. I could go on, but as others have said it's a very special place. Lastly we would like to thank our hosts Barbara and Luciano for being so caring and helpful. We should have stayed longer."
63cdabd9066d7268f697cae5,8176146927,NOT SPECIFIED,31649101,1674423283032,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,"We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours.",HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cee491873b0056ddcf41fe,8176548975,NOT SPECIFIED,30083224,1674503324266,23/01/2023 19:48:33 CST,emily's inn a beautiful private setting with pretty mountain views,en_us,83,nice property when you have electricity & water...,We went to Stowe on Dec. 23 and found that many businesses had experienced a power outage also and were closed.,HR_REVIEWTEXT,"My family and I stayed at this property over Christmas. It is a nice house - when the power is on. A major storm came through and the power was out for 34 hours (from Dec. 23 - 10:00 pm Dec. 24). It is bad enough not to have electricity for that long (the sun went down around 4:30 pm and came up around 7:00 am), but even worse, at this house you don't have water when the electricity is out. That means that you can't flush toilets, shower, or cook. 

We got in touch with the owner about the electricity and she was responsive and communicated with local authorities about it. She kept in touch with us. We were told at least 5 times that the power would be on 'soon' but it didn't happen. 

We went to Stowe on Dec. 23 and found that many businesses had experienced a power outage also and were closed. We had no choice but to use the bathrooms at the house, even though they couldn't be flushed. We spent the night of Dec. 23 by the fire trying to keep warm and woke up on Christmas Eve hopeful that the power would be on 'soon' and we could enjoy our vacation. It didn't happen and we spent most of the day in the house with toilets full of excrement. My husband finally got some snow, melted it on the stovetop (which is gas), and put it in the toilet tanks to allow us to flush the toilets. This process literally took hours to be able to flush all four toilets. We ended up renting one hotel room (there weren't many options on Dec. 24) so my 79-year old father could sleep in a warm room and we could all take a shower and use a toilet that flushed! The owner said she would pay for the hotel room, but we had prepaid for it, and she didn't refund any of the money to our credit card.

Regarding the property itself, it is a nice, spacious house. However, furnishings are pretty outdated, some things do not work well, and the lighting is low in most rooms. For example, the shower head in the master bedroom had a hard spray that could not be adjusted, so I took my showers in the bathroom by the hot tub. The couch in the game room is uncomfortable because you slip off the cushions and the cushions don't stay in place. The game room is nice but there aren't any comfortable seats. Be aware that it is 10+ minute drive to downtown Stowe and a 20+ minute drive to the mountain. 

Would I recommend this property? IF the electricity is working, I would rate it a 4. If you stay here, pray that the electricity does not go out!"
63cda7a0aae9bb489b989691,8176138622,NOT SPECIFIED,34190889,1674422186163,22/01/2023 21:16:13 CST,"on the beach in moclips with hot tub, fireplace, bbq, patio, beach access & more",en_us,83,very relaxing,A brief power outage was a bummer,HR_REVIEWTEXT,"We had a nice relaxing time. A brief power outage was a bummer, but an ocean storm is awesome."
63cf5274b5806b3c0979e96c,8176693584,NOT SPECIFIED,45606690,1674531453949,24/01/2023 03:37:24 CST,"beautiful coastal cabin with ocean views, private deck, hot tub and bbq",en_us,83,worst vrbo experience ever,"On the morning of our first night in the home, the power went out.",HR_REVIEWTEXT,"On the morning of our first night in the home, the power went out. We had no power, heat or hot water. Property Manager was unable to confirm when it would be back on. We went and got food, heat etc until I watched the PGE website and saw the power appeared on in the afternoon. Drove back out to the property and the power was out. Property Manager came by, apologized and said I would be compensated. We left and went back home. I had paid for 3 nights but got one. I was only reimbursed $550 out of the $1400 I paid. I was told by the PM well the power came on at 4pm before the last night. As if we were going to go to a hotel and wait around for the power and pay for 2 locations. PGE website said the power was not coming back on until 10pm our last night so went back home. I have screenshots of the PGE website but the Vacasa LLC will not return my calls, VRBO said they would have them reach out to me but they never did. I have used VRBO for years and NEVER had this issue. This rental is the worst one out there. Be sure to check out all the fees. We paid for a hot tub we couldn't even use. It's ridiculous. Do yourself a favor and stay elsewhere! We thought visiting our college town renting a beach house for a birthday celebration would be amazing. It was not."
63cf5274b5806b3c0979e96c,8176693585,NOT SPECIFIED,45606690,1674531453949,24/01/2023 03:37:24 CST,"beautiful coastal cabin with ocean views, private deck, hot tub and bbq",en_us,83,worst vrbo experience ever,"We had no power, heat or hot water.",HR_REVIEWTEXT,"On the morning of our first night in the home, the power went out. We had no power, heat or hot water. Property Manager was unable to confirm when it would be back on. We went and got food, heat etc until I watched the PGE website and saw the power appeared on in the afternoon. Drove back out to the property and the power was out. Property Manager came by, apologized and said I would be compensated. We left and went back home. I had paid for 3 nights but got one. I was only reimbursed $550 out of the $1400 I paid. I was told by the PM well the power came on at 4pm before the last night. As if we were going to go to a hotel and wait around for the power and pay for 2 locations. PGE website said the power was not coming back on until 10pm our last night so went back home. I have screenshots of the PGE website but the Vacasa LLC will not return my calls, VRBO said they would have them reach out to me but they never did. I have used VRBO for years and NEVER had this issue. This rental is the worst one out there. Be sure to check out all the fees. We paid for a hot tub we couldn't even use. It's ridiculous. Do yourself a favor and stay elsewhere! We thought visiting our college town renting a beach house for a birthday celebration would be amazing. It was not."
63cdb09eb22245276272f670,8176148782,NOT SPECIFIED,70863841,1674424489768,22/01/2023 21:54:38 CST,homewood by avantstay | amazing family cabin w/ hot tub & sauna,en_us,83,great family get away,"Just wish they had more emergency equipment (working flashlights, lanterns, generator) as we lost power due to the snowstorm and only had a few candles.",HR_REVIEWTEXT,"Property was generally clean and well appointed. Great for larger group. Just wish they had more emergency equipment (working flashlights, lanterns, generator) as we lost power due to the snowstorm and only had a few candles. Thankfully we travel with flashlights. Otherwise great trip."
