Review ID,Review Submission Date Time,Account ID,TPID,Subject,Primary Category,Description,Case Origin,Record Type ID,Contact Name,Owner ID,Case Category,Type,Status,Blocker,Auto Chase Status,Translated Description
63e0d9331620f06be3e739e9,02/06/2023T01:00:00.000GMT,1842001,20,"Moisissure, détecteur de fumée recouvert de sac plastique.",Fire,"Moisissure, détecteur de fumée recouvert de sac plastique.
----- 
La chambre proposée n’avait rien à voir avec les photos sur le site. 
Chambre en sous sols, salle sombre avec une fenêtre de toit. Qui ne fonctionnait pas. 
J’ai demandé à changer de chambre, la seconde était pire. Moisissure, détecteur de fumée recouvert de sac plastique. Électricité plus que douteuse et dans un état général salle. 
Porte avec pas d’isolation phonique proche des toilette. Donc des aller retour toute la nuit, et des gens qui attendent en discutant devant la porte.
Donc rien à voir avec le prix payer ni les photos. 
A ne surtout pas essayer, échec complet. 
Évidemment ils ont pas voulu faire de geste commercial. 

Je vous déconseille,
Il y a de très bon hôtel, à peine plus chère. 
Qui sont de vrais hôtels.",Dataloader,Partner Review,Internal Contacts,005C0000003oGdn,Guest Review,Health & Safety Investigation Level 1,New,,Not Applicable,"Mill, smoke detector covered with plastic bag.
----
The proposed room had nothing to do with the photos on the site.
Bedroom in basements, dark room with a roof window.Who did not work.
I asked to change rooms, the second was worse.Mill, smoke detector covered with plastic bag.More than doubtful electricity and in a general room condition.
Door with no sound insulation near the toilet.So round trips all night, and people waiting while chatting in front of the door.
So nothing to do with the price pay or the photos.
Do not try, complete failure.
Obviously they did not want to make a commercial gesture.

I do not recommend,
There are very good hotel, barely more expensive.
Who are real hotels."
63e17056de200418ee5931e7,02/06/2023T01:00:00.000GMT,23584189,-1,Marca de sangue no sofá.,Injury,"Marca de sangue no sofá.
----- 
Apesar de estar escrito na descrição da reserva que ficaríamos no 14º andar. Quando chegamos na recepção nos foi informado que ficaríamos no quarto que estivesse disponível. Ou seja, não ficamos onde gostaríamos. Cheiro muito forte de cigarro nos corredores. Solicitamos dois cobertores na recepção e até agora estamos esperando. Nunca entregaram. A limpeza não é boa. Já que os hospedes anteriores escreveram ""Lucas Gostoso"" no espelho. E ao tomar banho conseguimos ver. Descarga barulhenta. Pia que alagava o banheiro. Marca de sangue no sofá.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"Blood brand on the couch.
------
Despite being written in the description of the reserve we would be on the 14th floor.When we arrived at the reception we were informed that we would be in the room that was available.That is, we are not where we would like.Very strong smell of cigarette in the corridors.We request two blankets at the reception and so far we are waiting.Never delivered.The cleaning is not good.Since previous guests wrote ""Lucas Gostoso"" in the mirror.And when we showered we can see.Noisy discharge.Sink that flooded the bathroom.Blood brand on the couch."
63e04ef8dc57313b6dbf5579,02/06/2023T01:00:00.000GMT,1807800,-1,eu precisei de ajuda num certo momento por estar com o pé machucado,Injury,"eu precisei de ajuda num certo momento por estar com o pé machucado
----- 
Equipe da recepção prestativos. O interfone do quarto 1407 não estava funcionando e eu precisei de ajuda num certo momento por estar com o pé machucado. A limpeza do quarto foi básica. As condições do quarto por ser um prédio antigo e que esta passando por reformas esta com fissuras nas paredes, pintura e reboco não plano. Frigobar não gelava muito. Ar condicionado bom. Janelas e cortinas mal apresentadas e emperrava a janela ao abrir. Lençol e travesseiro bom. Banheiro sem janela e sem ventilação forçada (só uma veneziana). Porta papel, porta sabonete, porta toalha, enferrujados e ineficientes. Limpeza do chão não era a melhor, tinha cabelo. Televisão não funcionava os canais. Sem acessibilidade para deficientes físicos. Um amigo que se hospedou neste hotel já tinha me falado.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"I needed help at a certain moment because I got my foot injured
------
Helpful reception team.The intercom in room 1407 was not working and I needed help at a certain time because I was bruised.The cleaning of the room was basic.The conditions of the room because it is an old building that is undergoing reforms with cracks in the walls, painting and plaster not flat.Frigobar did not freeze much.Good air conditioner.Windows and poorly presented curtains and stuffed the window when opening.Sheet and pillow good.Bathroom without window and without forced ventilation (just a Venetian).Paper door, soap holder, towel holder, rusty and inefficient.Cleaning the floor was not the best, had hair.Television did not work the channels.Without accessibility for the disabled.A friend who stayed at this hotel had already told me."
63e4fdce0772b25c79f13404,02/09/2023T01:00:00.000GMT,76670724,4,"We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard.",Injury,"We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard.
----- 
The location is perfect and staff were excellent. We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard. Also, hallway and lobby conversations among guests and staff woke me up a few times in the late evening and early morning. We were on the ground floor, so this might be lessened with a room upstairs, but I did want a patio room",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard.
----- 
The location is perfect and staff were excellent. We DID have to be moved to another (better) room as the bathroom sink was leaking, and the pool of water on the floor created a dangerous slip and fall hazard. Also, hallway and lobby conversations among guests and staff woke me up a few times in the late evening and early morning. We were on the ground floor, so this might be lessened with a room upstairs, but I did want a patio room"
63e108c212ac50228bf7115d,02/06/2023T01:00:00.000GMT,4129350,4,I fell very hard to the concrete causing some serious pain.,Injury,"I fell very hard to the concrete causing some serious pain.
----- 
I was walking from the parking lot to the hotel on the sidewalk, and slipped on the ice. I fell very hard to the concrete causing some serious pain. I told the desk attendant about it and they said they would get it taken care of. But the next morning the ice was still there. Not a word from any sorta management on how I was doing or any other mention of the incident. If I was older I would have broken some bones instead of just bruises and soreness.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"I fell very hard to the concrete causing some serious pain.
----- 
I was walking from the parking lot to the hotel on the sidewalk, and slipped on the ice. I fell very hard to the concrete causing some serious pain. I told the desk attendant about it and they said they would get it taken care of. But the next morning the ice was still there. Not a word from any sorta management on how I was doing or any other mention of the incident. If I was older I would have broken some bones instead of just bruises and soreness."
63e0dca49b6657683299ef64,02/06/2023T01:00:00.000GMT,328477,25,"The steps down to my room were small and hazards and as a result i fell and hurt my ankle, i reported this to ohs and situation still continuing at this stage.",Injury,"The steps down to my room were small and hazards and as a result i fell and hurt my ankle, i reported this to ohs and situation still continuing at this stage.
----- 
The steps down to my room were small and hazards and as a result i fell and hurt my ankle,  i reported this to ohs and situation still continuing at this stage. Not resolved as yet but working with management is good.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"The steps down to my room were small and hazards and as a result i fell and hurt my ankle, i reported this to ohs and situation still continuing at this stage.
----- 
The steps down to my room were small and hazards and as a result i fell and hurt my ankle,  i reported this to ohs and situation still continuing at this stage. Not resolved as yet but working with management is good."
63e1a7d51691da7d75969443,02/07/2023T01:00:00.000GMT,62588966,12,Cena con un vinito caliente y un corte excelente.,Injury,"Cena con un vinito caliente y un corte excelente.
----- 
Estuvo increíble. El lugar es extraordinariamente bonito. Calefacción. Jacuzzi climatizado. Alberca. Spa. Desayuno bastante copioso incluido. Cena con un vinito caliente y un corte excelente. Camas cómodas, habitaciones limpias con todo lo necesario. Reciben mascotas. Internet de primera. Precio suuuper accesible. Desde que reservé me contactaron, me mandaron un pdf con información, y se pusieron a las ordenes. Diseñaron un tour personalizado de acuerdo a nuestras intenciones. Amables y resolutivos al llegar.
Mil veces recomendable, y definitivamente regresaría.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"Dinner with a hot vinito and an excellent cut.
----
It was amazing.The place is extraordinarily beautiful.Heating.Climatized jacuzzi.Swimming pool.Spa.Quite copious breakfast included.Dinner with a hot vinito and an excellent cut.Comfortable beds, clean rooms with everything you need.They receive pets.First Internet.Suuuper accessible price.Since I reserved they contacted me, they sent me a PDF with information, and they put themselves to the orders.They designed a personalized tour according to our intentions.Friendly and resolutive upon arrival.
A thousand times recommended, and would definitely return."
63e1ecc41a50ac7aaa4f4830,02/07/2023T01:00:00.000GMT,9629148,-1,Bunk is low so easy to hit head but was clean & comfortable.,Injury,"Bunk is low so easy to hit head but was clean & comfortable.
----- 
Beds were comfortable and clean. The room had bunks  The room had a step down going in and a step up to bathroom so that’s the only fault and falls risk possibly.
Bunk is low so easy to hit head but was clean & comfortable. 
Remote control for airconditioner was located under top bunk bed of all places!!!",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"Bunk is low so easy to hit head but was clean & comfortable.
----- 
Beds were comfortable and clean. The room had bunks  The room had a step down going in and a step up to bathroom so that’s the only fault and falls risk possibly.
Bunk is low so easy to hit head but was clean & comfortable. 
Remote control for airconditioner was located under top bunk bed of all places!!!"
63e157d41620f06be3e974bc,02/06/2023T01:00:00.000GMT,4027564,11,It felt really good traveling on my own injured.,Injury,"It felt really good traveling on my own injured.
----- 
I broke my elbow and I stayed here only shortly until the flight back home. The lady of the hotel was so friendly. It felt really good traveling on my own injured.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"It felt really good traveling on my own injured.
----- 
I broke my elbow and I stayed here only shortly until the flight back home. The lady of the hotel was so friendly. It felt really good traveling on my own injured."
63e3c9922623560f84f220dd,02/08/2023T01:00:00.000GMT,32607269,12,"Lo que no, fue el restaurante, me hizo daño la comida (chicharron) tremenda infeccion",Injury,"Lo que no, fue el restaurante, me hizo daño la comida (chicharron) tremenda infeccion
----- 
Lo rustico u moderno y amplio.
Lo que no, fue el restaurante, me hizo daño la comida (chicharron) tremenda infeccion",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"What not, was the restaurant, hurt my food (chicharron) tremendous infection
----
The rustic or modern and broad.
What not, was the restaurant, hurt my food (chicharron) tremendous infection"
63e25b06f18431056ccf7b43,02/07/2023T01:00:00.000GMT,75790655,-1,havia fios de cabelo pelo chão e toalete estava com sangue que parecia ser de menstruação,Injury,"havia fios de cabelo pelo chão e toalete estava com sangue que parecia ser de menstruação
----- 
Apartamento excelente em prédio muito bom!
A caminhada até o Alianz Parque leva em torno de 8min e é tranquila.
Tenho apenas 3 ressalvas sobre a unidade na qual eh fiquei, no caso a 901: a tomada próxima à cama está com um pino quebrado dentro, o que impede a utilização da mesma, não consegui carregar meu celular enquanto estava deitado na cama; a limpeza deixou bastante a desejar, havia fios de cabelo pelo chão e toalete estava com sangue que parecia ser de menstruação; e por fim, a unidade não tinha wi-fi, o que não foi problema, pois usei o sinal do apartamento 903.",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"There were hair on the floor and toilet was with blood that seemed to be menstruation
------
Excellent apartment in very good building!
The walk to Alianz Parque takes around 8min and is quiet.
I have only 3 caveats about the unit in which I stayed, in this case 901: the outlet near the bed is with a broken pin inside, which prevents it from using it, I could not carry my cell phone while lying in bed;The cleaning left a lot to be desired, there were hair on the floor and toilet was with blood that seemed to be menstruation;And finally, the unit had no Wi-Fi, which was no problem, because I used the sign of apartment 903."
63e0c9c594c8cf0f3d6056e4,02/06/2023T01:00:00.000GMT,21174653,-1,5인가족여행으로 23년 2월 3일 저녁에 탑스텐 레스토랑에서 저녁 뷔페 이용을 했는데 굴을 먹은 2인만 다음날부터 배가 아프기 시작해서 2일후인 일요일엔 구토와 설사로 굉장히 고생했습니다 월요일에 병원가서 진료를 보니 식중독 진단을 받았습니다 호텔 레스토랑측에 전화로 문의하니 그날 뷔페 이용을 한 다른 사용자도 동일 증상으로 컨플레임이 왔었다고 하더군요,Customer,"5인가족여행으로 23년 2월 3일 저녁에 탑스텐 레스토랑에서 저녁 뷔페 이용을 했는데 굴을 먹은 2인만 다음날부터 배가 아프기 시작해서 2일후인 일요일엔 구토와 설사로 굉장히 고생했습니다 월요일에 병원가서 진료를 보니 식중독 진단을 받았습니다 호텔 레스토랑측에 전화로 문의하니 그날 뷔페 이용을 한 다른 사용자도 동일 증상으로 컨플레임이 왔었다고 하더군요
----- 
5인가족여행으로 23년 2월 3일 저녁에 탑스텐 레스토랑에서 저녁 뷔페 이용을 했는데 굴을 먹은 2인만 다음날부터 배가 아프기 시작해서 2일후인 일요일엔 구토와 설사로 굉장히 고생했습니다
월요일에 병원가서 진료를 보니 식중독 진단을 받았습니다
호텔 레스토랑측에 전화로 문의하니 그날 뷔페 이용을 한 다른 사용자도 동일 증상으로 컨플레임이 왔었다고 하더군요

식중독 걸린 2인에 대한 배상요구를 했더니 호텔레스토랑 담당자(과장)는 자기네 호텔 레스토랑에서 음식을 먹고 식중독에 걸렸다는 증빙을 고객이 직접 확보하지 않는 이상 보상이 어렵다고 회피만 했습니다(녹취 자료도 있습니다)
병원서류에 굴을 먹고 나서부터 속이 안좋아지기 시작했다는 내용이 있다고 말했으나 그런건 증빙자료로 받아드리기 어렵고 식약처든 보건소든 신고해서 당시(23년 2월 3일) 굴에 문제가 있었던걸 증빙하라고 말장난을 하는 행테에 기가찼습니다",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"On February 3, 23, on February 3, 23, I used dinner buffet at the Top Sten Restaurant.I was diagnosed with food poisoning. I contacted the hotel restaurant by calling the other user who used the buffet that day.
-----
On February 3, 23, on February 3, 23, I used dinner buffet at the top of February 23, but I started to get sick from the next day after two people who ate cave.
On Monday, I went to the hospital to see the treatment, and I was diagnosed with food poisoning.
When I contacted the hotel restaurant by phone, other users who used the buffet on that day said they had the same symptoms.

When I asked for a compensation for two people who had food poisoning, the hotel restaurant manager (manager) only avoided that it was difficult to reward unless the customer secured the evidence that he had eaten food and had food poisoning at his hotel restaurant (there was a recording material)
He said that after eating oysters in the hospital documents, he said that he began to get bad, but it was difficult to accept as evidence, and he reported that there was a problem with the cave at the time (February 3, 23).I was full of hanging frame"
63e0b1bf19d00a0fb091ed8a,02/06/2023T01:00:00.000GMT,73232,-1,また、天井のダウンライトの下にいると熱かったです。,Customer,"また、天井のダウンライトの下にいると熱かったです。
----- 
息子の受験のため利用しました
綺麗で立派なホテルで勿体無いくらいでした
ただ欲を言えば、机にスタンドが置かれてあり
配慮を感じられましたが、勉強するにはお部屋
自体が少し暗いかなと思いました。また、天井のダウンライトの下にいると熱かったです。決して苦情ではありません。総合的には快適でした。",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"Also, it was hot under the downlight of the ceiling.
------
I used it for my son's exam
It was a beautiful and excellent hotel.
Just want to say, there is a stand on the desk
I felt consideration, but the room to study
I thought it was a little dark.Also, it was hot under the downlight of the ceiling.It's not a complaint.It was comfortable overall."
63e221e8de200418ee5b1d95,02/07/2023T01:00:00.000GMT,12385623,-1,モノレール駅から近く、国際通りに面している為車無しの場合は良いが、レンタカーを借りる場合は1回最大1500円がかかり、かつ近くに駐車場が借りれない場合がある為注意。,Customer,"モノレール駅から近く、国際通りに面している為車無しの場合は良いが、レンタカーを借りる場合は1回最大1500円がかかり、かつ近くに駐車場が借りれない場合がある為注意。
----- 
モノレール駅から近く、国際通りに面している為車無しの場合は良いが、レンタカーを借りる場合は1回最大1500円がかかり、かつ近くに駐車場が借りれない場合がある為注意。",Dataloader,Partner Review,Internal Contacts,0058b00000FdW4I,Guest Review,Health & Safety Investigation Level 2,Pending - Vendor,Awaiting Response,Not Applicable,"It is good if there is no car because it is close to the monorail station and facing Kokusai Street, but if you rent a rental car, it costs up to 1500 yen once and you may not be able to rent a parking lot nearby.
------
It is good if there is no car because it is close to the monorail station and facing Kokusai Street, but if you rent a rental car, it costs up to 1500 yen once and you may not be able to rent a parking lot nearby."
