NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim,Topic
63e072a8b5e34329d01b5d4d,8182015349,NOT SPECIFIED,67333761,1675653811471,06/02/2023 03:23:20 CST,the townie - condo on dickson st - 0.5 mi to uofa,en_us,83,great little gem in the heart of the action!,"Also, lots of ice in the parking area - would have been great to have it salted as it was VERY slippery to walk on.",HR_REVIEWTEXT,"I stayed at this adorable condo when visiting my son for his fraternity moms weekend - such a great location! Super clean, comfy bed, well decorated and stocked. Greeted with a welcome note and bottle of wine! Only two things I would give feedback on - there isn’t an iron - not a deal breaker by any means but just so happened I needed one this trip. Also, lots of ice in the parking area - would have been great to have it salted as it was VERY slippery to walk on. But I’ll definitely stay here again. Lovely rental!!!",Accommodation
63e0b76a48c27f61a66a9389,8182091548,NOT SPECIFIED,34063020,1675671422727,06/02/2023 08:16:42 CST,central 2 bedrooms with balcony rue commandant andré,fr_fr,83,"bien situé, agréable mais des petites choses à revoir","Salle d' eau : une ampoule qui marche par intermittence, pas de lumière sur la glace impossible de se maquiller.",HR_REVIEWTEXT,"J'espère vivement que les petits points négatifs seront corrigés afin que je puisse revenir l'année prochaine.
Points positifs : Idéalement situé proche de tout. Accueil à l’hôtel juste à côté. Propriétaire très réactif s’il y a un problème. Pièce de vie très agréable
Bon à savoir : 2e étage sans ascenseur, 1 chbre single (6m2) et 1 alcôve (6,5m2) fermée par une porte coulissante accueillant 2 lits simples sans aucun rangement ni fenêtre.
A mon avis pour 3 adultes maximum ou 2 adultes + enfants.
Points négatifs : Petites choses pas très graves devraient être améliorée rapidement. 
Toilettes : lunette cassée, pas de brosse wc (brosse cuisine ?)
Salle d’eau : une ampoule qui marche par intermittence, pas de lumière sur la glace impossible de se maquiller. Tapis de sortie de douche à changer. 
Cuisine : trop peu de verre (3) les 2 autres pas stables sur la table (verre Coupe du monde Qatar), manque écumoire et louche et aussi des ustensiles en plastique (cuillère en bois source de bactéries), les deux grandes poêles sont à changer. Manque couvercle à la poubelle
Les 2 lits de l'alcôve sont HS.
Les serviettes de toilette mériteraient d’être renouvelées.
Il faudrait rajouter une glace (par exemple entre Wc et Sd’eau où l’on puisse se voir en entier
1 coup de peinture sur les murs serait la touche finale pour un appartement quasi parfait.",Accommodation
63e11d5ef6e5d140edce96e2,8182233938,NOT SPECIFIED,61442875,1675698515979,06/02/2023 15:31:42 CST,camp tu’wani ski-in/ski-out condo retreat big sky,en_us,83,honest review - underwhelmed,"Cons: Broken drier Broken garage door Unplowed driveway (they did not plow after a few snows and now it is just a compacted snow mess that is really challenging to drive over and treacherous to walk on) Mildewy dish towels Pots that leak (literally leak, we were boiling water and realized it was slowly seeping out the bottom) Cat hair covering all the blankets Tired construction",HR_REVIEWTEXT,"This is a fine house for a bunch of friends crashing for a few nights. You are paying for location, not quality of accommodations. Of note, this is unit #9 in the condo block. This is not listed in the check-in details and you will be left wandering around peering in windows trying to find the art that matches the listing photos until the manager calls you back. The only hint we got that we were in unit 9 was the name of the wifi network. 

There were three main issues with this property. 
1. The garage door was broken and we had to manage a service call while we were there (they fixed it in a haphazard way that required a light switch to be on in order to operate the door)
2. The dryer was broken. We were instructed that the dry mountain air is great for hang-drying. Fine, but for a week and 6 people we just had laundry hanging everywhere the entire time.  3. The management company said they had a cable person coming for a routine service, but asked us if we’d like to decline the visit. We said we’d like to decline and went on with our ski day. Later in the day I find out my mom was in the bathroom when a stranger let themselves into the house. After being super freaked out she learns it is the cable person. When pressed, the person said they used the code and let themselves in. In our opinion this was unacceptable and raises safety and security concerns. When we asked the management company to respond, they stopped responding to my messages and didn’t contact us again until they sent an automated check out message.

We’re reasonable renters and don’t expect perfection. We understand issues arise when you are staying in someone else’s home, but the combination of these three things (given the price of the rental) just amounted to too many problems and I was really disappointed that the management company ghosted us when I asked for a response. 

Pros:
3 minute walk to the poma t-bar. Location is excellent
Large mudroom where you can leave your skis and poles
Spacious bedrooms each with their own bathroom
Apple TV makes casting/music easy

Cons: 
Broken drier
Broken garage door
Unplowed driveway (they didn’t plow after a few snows and now it is just a compacted snow mess that is really challenging to drive over and treacherous to walk on)
Mildewy dish towels
Pots that leak (literally leak, we were boiling water and realized it was slowly seeping out the bottom)
Cat hair covering all the blankets 
Tired construction",Accommodation
63e02b4f1fc67a7fec87eab0,8181937016,NOT SPECIFIED,78082035,1675635545205,05/02/2023 22:18:54 CST,"u503 sunny & 75  ... · u503-across from the pool! resort amenities, free parking, self check in!",en_us,83,worst stay ever,"Mold in the bathroom sink, shower, and shower head.",HR_REVIEWTEXT,"We have stayed in a multitude of homes, apartments, condos, and hotels around the US, Caribbean, and Asia while travelling for work over the last 12 years. Nothing has been remotely this horrible. Dark, dirty, dingy. Cockroaches. Totally inadequate kitchen supplies. Both burners broken. One of two burners did not operate. Lights and switches inoperable. Outlets inoperable and falling out of wall. Mold in the mini-fridge. Mold in the bathroom sink, shower, and shower head. Pots and pans rusty and unusable. Cable NOT provided. Guests could not sleep in the 2nd bed. Host did NOT respond to our request for help. VRBO did not respond to our request for help. Will not stay in unit 503 OR use host Carmen ever again.",Accommodation
63e134a171160b15faf82c3b,8182269768,NOT SPECIFIED,42334051,1675705104419,06/02/2023 17:10:57 CST,sparkie's place: stay in style at this spectacular pet friendly paradise!,en_us,83,cheap and shoddy,"Several balcony door locks broken or missing, Ice maker broken, one role of low quality TP per bathroom, No extra trash bags, floors were dirty, second hand repurposed furniture with rips and tears, no first aid kit, 14 page contract to fill out and send back, rigid rules with severe penalties ($300 for missing garage door opener) for check-in and check out.",HR_REVIEWTEXT,"Several balcony door locks broken or missing, Ice maker broken, one role of low quality TP per bathroom, No extra trash bags, floors were dirty, second hand repurposed furniture with rips and tears, no first aid kit, 14 page contract to fill out and send back, rigid rules with severe penalties ($300 for missing garage door opener) for check-in and check out. Really doesn't sleep as many as the website claims comfortably. We were going for a memorial service and I stated as much in the initial VRBO correspondence....but kept getting ""Enjoy your Vacation!"" emails. Email from property manager stated we need parking passes then I was told we didn't need parking passes at the office? I wanted a place where the family could gather and mourn without having to worry about insignificant things....however the tone set by the property manager's automatic emails and materials made everyone feel unwelcome and uneasy. In the beginning of the process, I chatted with a VRBO tech about the ridiculous contract and she was no help.",Accommodation
63e106bc3ca70a1bac1579dd,8182191962,NOT SPECIFIED,33566132,1675691817991,06/02/2023 13:55:08 CST,disney world fun for rent - family vacation location,en_us,83,kissimmee getaway,"Only thing about this property, it had black mold in the vents and on the ceiling in the living room.",HR_REVIEWTEXT,"The condo was very nice and conveniently located. 
Only thing about this property, it had black mold in the vents and on the ceiling in the living room. A quick spray with some bleach solution would take care of this. I would rent here again.",Accommodation
63dfef3290a49e5f8acbd938,8181855779,NOT SPECIFIED,69398886,1675620174612,05/02/2023 18:00:52 CST,chic & modern studio in the heart of san marco!,en_us,83,consider this your warning,Place is disgusting and infested with German cockroaches.,HR_REVIEWTEXT,"Place is disgusting and infested with German cockroaches. Checked in Sunday night and saw the first of many. Contacted the property manager and stated I needed pest control out there the next day. They said they would then said Tuesday. I was in town for business and moved all of my morning meetings to the afternoon to meet pest control between 8 and 12. Never showed, the last communication from manager was at 3:30pm asking me if pest control showed up. Dismissive of customer concerns which are legitimate concerns. Place did not have any smoke detectors, shares a water heater with the apartment upstairs so your shower is out of hot water in 5 mins. Will NEVER stay anywhere Silver Street Management is associated.",Pest Control - Cockroaches
63e1001a15584e6459ccd430,8182189398,NOT SPECIFIED,54046913,1675690043402,06/02/2023 13:26:50 CST,bear's paradise | pool area | games room | close to disney,en_us,83,great house but cockroaches,on the second day we were there we found cockroaches in the kitchen,HR_REVIEWTEXT,This house was a great space for family and friends to retreat to after long park days but the cleanliness of the house was below average for other houses I have stayed in and on the second day we were there we found cockroaches in the kitchen. The property managers sent out a pest control person and he set up bait traps to catch even more cockroaches. He also explained they were German cockroaches and not Florida cockroaches so to be careful because they could become passengers in our luggage easily.,Pest Control - Cockroaches
63e13594101b5a71530265e7,8182270272,NOT SPECIFIED,89356781,1675705203586,06/02/2023 17:13:48 CST,cozy home in orlando close to downtown,en_us,83,don’t stay here,House was very crapped Roaches everywhere Bad neighbors In a rough area,HR_REVIEWTEXT,"House was very crapped 
Roaches everywhere
Bad neighbors 
In a rough area",Pest Control - Cockroaches
63e020bc2ac8cd05c5ab5ec3,8181922125,NOT SPECIFIED,70441973,1675632838448,05/02/2023 21:33:47 CST,"loggers run 17 - snowshoe - ski in ski out private hot tub overlooking slope, garage",en_us,83,horrible - dirty and unsafe,my son fell down the stairs,HR_REVIEWTEXT,"We arrived to dirty dishes in the sink, dirty dishes in the dishwasher, a sink drain full of rotten food, and the garbage disposal smelled horrible. The beds had dirty sheets on them; we had TO WASH THE LINENS before we could sleep! Dirty bathrooms with hair and dirt in the sinks and shower. The shower was full of mold and did not drain. Floors were unclean; if you walked around without socks, your feet were black. The counters and floors are full of dried and nasty food and dog hair. Dirty dishes in the cabinets and old food that was dried. The property is unsafe; the baseboards are so bowed from the walls you trip. The stair railing is broken, and my son fell down the stairs. The smoke detector has not been checked since August 2012, and the attic door does not close bad cold drafts. The linens are dirty, towels provided are the tiny and towels from Walmart that still had ""inspection"" stickers on them and would not even fit around my 12-year-old. The bathroom floors have mold and a thick layer of nasty hair and dirt around the sides. If you try to contact the property management company, the voicemail is full. When they finally emailed us on day 3, they did not provide a refund for the trip. The house is in a good location, but the house is so nasty and in disrepair, I WOULD NOT STAY HERE!",Stairs
63e13a4cb99b9927b5188d50,8182272997,NOT SPECIFIED,67566407,1675706292363,06/02/2023 17:35:08 CST,upgraded & charming - florida villa - sleeps 3,en_us,83,stay in miami,Do be cautious on stairs if raining to not slip like I did.,HR_REVIEWTEXT,Very quaint clean place in a quiet neighborhood. Do be cautious on stairs if raining to not slip like I did.,Stairs
63e02d6e09bf5349a1072a0f,8181937904,NOT SPECIFIED,59014787,1675636109030,05/02/2023 22:27:58 CST,the pumphouse on lake superior | incredible lake views | 200' lakeshore,en_us,83,best rental out there!,Carpeted narrow stairs tend to be slippery so just use extra caution.,HR_REVIEWTEXT,We loved our stay at the Pump House. The little details were very thoughtful and appreciated. The stairs were a little treacherous but at no fault of the owner. Carpeted narrow stairs tend to be slippery so just use extra caution.,Stairs
63dfeef4282dd530cb0e0c28,8181855648,NOT SPECIFIED,72935226,1675620094603,05/02/2023 18:01:05 CST,"charming downtown home, close to everything!",en_us,83,no communication,Steps were not salted and had ice where I slipped multiple times.,HR_REVIEWTEXT,"Walked in the place and was surprised that this home had only 4 bedroom, the extra bedroom was the 4th room not the 5th. The Living-room isn’t large enough for 5 people. There were broken items in the home and when I attempted to call to communicate Justin did not answers Justin only answered when I first arrived and when I left. Steps were not salted and had ice where I slipped multiple times. I fell on a broken kitchen chair and bumped my head as well as other family members. Don’t stay here as the practices are unfair.",Stairs
63e12a86eca09826bf3e2fc9,8182249397,NOT SPECIFIED,34392795,1675702088450,06/02/2023 16:27:46 CST,"loft in san lorenzo, two minutes from the acquario; optional parking",it_it,83,buona soluzione vicino all'acquario,Le scale del palazzo sono molto ripide e pericolose ma dentro si sta bene.,HR_REVIEWTEXT,"La casa è vicina all'acquario e alle principali attrazioni, pulita e ben organizzata. Le scale del palazzo sono molto ripide e pericolose ma dentro si sta bene. Ok per famiglie",Stairs
63e0cf69228afa6b0a8fcd98,8182114391,NOT SPECIFIED,59618349,1675677555673,06/02/2023 09:58:55 CST,prime location! walk to everything! free parking,en_us,83,huge disappointment. listing does not represent actual property.,"Window in Bedroom has thick dust caked on Bathroom has mold in shower, extreme water damaged molding and latches all broken to the slider doors.",HR_REVIEWTEXT,"This property is nice, but not being maintained and not the ""extreme attention to detail"" and ""perfection"" as claimed in the listing. 
Many of the walls are beat up and in need of paint
Living room TV never turned on or worked. 
Couldn't open ice drawer in freezer or risk breaking plastic door
Bedroom, side table cracked. TV remote in Bedroom broken, (backing doesn't stay on).
Window in Bedroom has thick dust caked on
Bathroom has mold in shower, extreme water damaged molding and latches all broken to the slider doors.

When we attempted to have the manager come out, we were stood up following day, and finally came out in the afternoon of following day, right before our departure. Unable to fix the television or address other problems.",Window
63e060f5f9c54b64f37be0e6,8181997650,NOT SPECIFIED,88934396,1675649283641,06/02/2023 02:07:49 CST,cheerful 7 bedrooms villa with hot tub & pool.,en_ca,83,overall a great property - would stay here again,Unfortunately unable to use the hot tub as it was not clean but only a short stay so difficult to rectify.,HR_REVIEWTEXT,Unfortunately unable to use the hot tub as it was not clean but only a short stay so difficult to rectify. Well equipped to meet our needs and the owner was very responsive. Pictures of property were accurate,Pool Unclean Water
