"Topic = ""H&S VRBO Model - REF"">>Topic = ""Child"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Child
Sentiment Filter: All sentences
Matched: 25 sentences
"Child Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Child""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Child""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e400212def80107904df86,8183063581,NOT SPECIFIED,84012972,1675886641012,08/02/2023 20:03:45 CST,naples paradise stay,en_us,83,very disappointing!,The gate to enter the pool was broken,HR_REVIEWTEXT,"The condo is up 2 flights of stairs, so it's not handicap accessible. Fortunately, we had no one in a wheelchair but had a couple of very heavy suitcases. We were not given the apartment number before we arrived but were able to locate it because there was a lockbox and the combination worked. (we received an email with the apt # on the 4th day of our stay) We were initially given the wrong WIFI code and after a half hour of back and forth with the contact person, were able to finally access it. There were exactly 4 cups, 4 forks, 4 spoons, 4 towels, no washcloth, no corkscrew, no napkins etc. Although the pool was listed as heated, it clearly was not. The gate to enter the pool was broken and the fence was not secured to its base. In the twin bedroom there were no mattress covers on beds. The TV had no instructions for use and no local cable."
63e7f02b871854485fda6738,8183266515,NOT SPECIFIED,71699170,1676144693542,11/02/2023 19:44:43 CST,c2821-303/windsor hills resort/3 bedroom/water park,en_us,83,awesome place!,Coffee table was easily about to collapse so had to be very careful around children.,HR_REVIEWTEXT,"We had a lovely stay with our two young kids. I will say, the furniture was not sturdy at all. Coffee table was easily about to collapse so had to be very careful around children. The back sliding door did not lock either. Other than that the condo was awesome and property was very cool."
63e7082c9e293461f23b6d41,8183218086,NOT SPECIFIED,76682052,1676085303147,11/02/2023 03:14:52 CST,{casi⚜️cielo} tranquil getaway near bethel & shasta,en_us,83,"stay with bed bugs, had to vacate property immediately","When I contacted vrbo support about the health & safety issues here, they told me to book another stay for 6 adults and kid.",HR_REVIEWTEXT,"I’m highly disappointed with this booking.


This was a new year reservation.
My parents and my brother’s family with my new born were traveling to Redding and booked the best stay (from our side based on reviews) for 2 nights.
My wife went inside and put the infant on the bed for sometime. 
After couple of minutes, we found the bed bugs (shared photo with VRBO & owner) in every room and decided it wasn’t safe for the baby. These can latch on and spread in car/ clothes/home.
I called the vrbo support immediately and they told me to send the photos. They reviewed it throughly and I was on the phone for more than an hour. They confirmed it was a health hazard and asked me to book another stay for 3 family for JUST that night.
I quickly found a nearby hotel, spent the night there.
Instead of 2 nights, I spent just one. I traveled for more than 6 hours to reach redding from my place.
Doing more than 12 hours of travel in a day, rushing from one place to another with kids and elderly in the night, spending time figuring out hotels, cutting short the program were not what I was looking forward to on starting a new year.😔

I have been booking through VRBO for a while now, and never had an issue.

When I contacted vrbo support about the health & safety issues here, they told me to book another stay for 6 adults and kid. I provided all the supporting documentation. It's been more than 1 month and I haven't got a refund for hotel stay from Owner or home stay from owner."
63e7082c9e293461f23b6d41,8183218074,NOT SPECIFIED,76682052,1676085303147,11/02/2023 03:14:52 CST,{casi⚜️cielo} tranquil getaway near bethel & shasta,en_us,83,"stay with bed bugs, had to vacate property immediately","After couple of minutes, we found the bed bugs (shared photo with VRBO & owner) in every room and decided it was not safe for the baby.",HR_REVIEWTEXT,"I’m highly disappointed with this booking.


This was a new year reservation.
My parents and my brother’s family with my new born were traveling to Redding and booked the best stay (from our side based on reviews) for 2 nights.
My wife went inside and put the infant on the bed for sometime. 
After couple of minutes, we found the bed bugs (shared photo with VRBO & owner) in every room and decided it wasn’t safe for the baby. These can latch on and spread in car/ clothes/home.
I called the vrbo support immediately and they told me to send the photos. They reviewed it throughly and I was on the phone for more than an hour. They confirmed it was a health hazard and asked me to book another stay for 3 family for JUST that night.
I quickly found a nearby hotel, spent the night there.
Instead of 2 nights, I spent just one. I traveled for more than 6 hours to reach redding from my place.
Doing more than 12 hours of travel in a day, rushing from one place to another with kids and elderly in the night, spending time figuring out hotels, cutting short the program were not what I was looking forward to on starting a new year.😔

I have been booking through VRBO for a while now, and never had an issue.

When I contacted vrbo support about the health & safety issues here, they told me to book another stay for 6 adults and kid. I provided all the supporting documentation. It's been more than 1 month and I haven't got a refund for hotel stay from Owner or home stay from owner."
63d9c537de9ba87ef6d43a15,8179999337,NOT SPECIFIED,21336031,1675216212196,01/02/2023 01:49:43 CST,beach home! 2 min walk 2 beach! heated pool and hot tub! awesome porch! yard!,en_nz,83,family beach holiday,I would not recommend the property for small children as the upstairs bedroom windows have no safety catches .,HR_REVIEWTEXT,Property was on a hill with extensive views of mangawhai heads and estuary . Surf beach and estuary a short car trip away . Property is well equipped and although not fenced had a largeoutdoor deck whick could be closed off to allow dogs outside. However one gate on deck had to be tied shut as it blew open in windy conditions. We had a bit of wet weather and found the games room with table tennis and pool tables a bonus when we could not get out. I would not recommend the property for small children as the upstairs bedroom windows have no safety catches . The bunk beds are in a hallway between two bedrooms so are not private.
63dfab8ab087b77d06cd1f14,8181741935,NOT SPECIFIED,75191886,1675602836814,05/02/2023 13:13:46 CST,modern quality with huge pool & golf green!,en_au,83,don't bother!!!!,glass pool fence broken so the kids could not play outside without an adult.,HR_REVIEWTEXT,"Pool was green and we were unable to use it at all. stayed that way the whole week we were there. Pool water feature didn't work. Owner didn't even refund any money.
No instruction manuals to anything. Golf hole broken. glass pool fence broken so the kids couldn't play outside without an adult. Just not safe!!! stay somewhere else!!!!"
63d6c9c202ef9b2b82f0e9cd,8179165839,NOT SPECIFIED,76630392,1675020800054,29/01/2023 19:31:47 CST,holiday room eiscafé hartmann - holiday room with double bed,de_de,83,"nette inhaberin, leider dennoch sehr schmutzig",In den Schubladen der Nachttische lagen unverpackte Tabletten (für Kinder sehr gefährlich).,HR_REVIEWTEXT,"Die Inhaberin ist eine liebe Dame, ändert aber nichts an dem desaströsen Zustand der Unterkunft. 
Das Badezimmer war unangenehm dreckig. Fremde Haare, dreckickes Klo, schimmelige Dusche, verkalkter Duschkopf. 
Matratzen unbequem, Spinnen- und Staubweben hängen an den Wänden und von der Decke. 
In den Schubladen der Nachttische lagen unverpackte Tabletten (für Kinder sehr gefährlich). Und jede Menge Staub. 
Auf dem Boden lag Verpackungsmüll von Vermietern…
7€ für wässrigen Kaffee, verkohlten Brötchen und billig Kakao aus der Flasche ist viel zu teuer!
usw. usw. 
Ich bin sehr enttäuscht. Für mich ist es herausgeschmissenes Geld."
63df91c8a90e2f1d92b33c70,8181711636,NOT SPECIFIED,68736631,1675596242265,05/02/2023 11:23:52 CST,komplettes ferienhaus oberlausitz,de_de,83,schönes fachwerkhaus,gefährlich sein die Kinder laufen zu lassen,HR_REVIEWTEXT,"Wir hatten zu 12. Ein tolles Wochenende in dem Haus.
Es ist toll eingerichtet und alles da was man braucht.
Besonders toll sind bezogene Betten und Handtücher vor Ort.

Leider ist die Ferienwohnung nur von außen zu erreichen, was das Haus etwas teilt aber man hat dadurch Rückzugsmöglichkeiten.
Die Hauptstraße direkt neben dem Haus war im Winter nicht schlimm, würde uns im Sommer aber stören und gefährlich sein die Kinder laufen zu lassen.

Netflix und WLAN haben wir genutzt sowie den Elektrogrill.
Es war immer schön warm aber auch hellhörig. Man kann die Fenster verdunkelt. Treppen zum Spitzboden ist eher ungeeignet für Kinder unter 6.
Mülltrennung super!

Wir würden wieder kommen:)"
63e25d5697e867484bdc389d,8182622198,NOT SPECIFIED,90772700,1675779439591,07/02/2023 14:16:54 CST,pinnacle lookout - a stowe hollow gem with amazing mountain views!,en_us,83,not the best experience,Beware if you have small children there is a window like shutter in the bedroom that you can easily be a hazard as the ledge for it is low.,HR_REVIEWTEXT,"Pros: Clean place and not far from town. Great fireplace and views of the mountain. Living room area and kitchen were the best part of the house. Although not much couch space to sit if you are going with a larger groups of people. Management of Stowe country homes was good and very responsive to lack of heat we experienced they sent over HVAC right away to address it. 

Cons: House needs EXTREME updating. I have rented MANY houses and this is by far the worst one and first bad review I have ever left. The upstairs “suite” has a bathroom that looks like it’s from the 70’s, with a terrible size shower and water pressure. It was absolutely FREEZING in the bathroom as well. Advertised as a queen size bed but very I comfortable for my husband and I to both sleep in felt more and looked more like a double. Staying on walls in bathrooms and on doors. Beware if you have small children there’s a window like shutter in the bedroom that you can easily be a hazard as the ledge for it is low. The house I also advertised in the description as a 3 bedroom meanwhile on of the bedrooms has a sofa with a pullout. Old blinds that are yellow in color. Old tile flooring in the 2 bedrooms on the main floor. Cracks on the walls. The basement is completely unfinished with old worn leather couch and old cushion couches. Concrete floor, Would not want to spend anytime hanging out down there in that kind of condition. Overall this house really needs to be updated and furnishing replenished before being rented out. My husband and I really did not sleep well because of the lack of space and comfortability for us to sleep."
63da99bd4aca0f7a09c79c94,8180243190,NOT SPECIFIED,83325608,1675270628599,01/02/2023 16:56:29 CST,coastal hideaway by ami locals,en_us,83,terrible,my small children were unsafe and COLD during our very short stay,HR_REVIEWTEXT,"Uninhabitable property. Broken window and no heat/ac during our stay. We left after the second day because no issues were being resolved. Bathrooms were dirty and 3 garbage cans were filled to the top on our arrival.

Awaiting a refund!

Management is VERY SLOW to respond. 

I was charge the full amount, stayed less than half, and my small children were unsafe and COLD during our very short stay. 

Not to mention, I had to book another hotel since we are from out of state."
63d88c5002b3967ce39d72fa,8179655281,NOT SPECIFIED,20256282,1675136091696,31/01/2023 03:34:40 CST,pu 52-3 make lasting memories in this beautiful lahaina town home by the beach,en_us,83,2.5 star condo for a 5 star price,Puamana 153-4 Cons of Condo • Traffic noise is HIGH • Condo is dirty o Dusty o Rugs are stained • Screen were broken upon arrival o Maintenance Fixed during our stay o Maintenance left old screen in yard • Many lights were not in working order o Kitchen Maintenance repaired o Bathroom I changed the light bulb No exhaust fan o Patio Fan light does not work • Maintenance attempted to fix but just left it hanging loose Stand alone light goes on and off at random o No light over BBQ • Bathrooms are very small • Mater Bath has one outlet next to toilet • Kitchen cabinets are in disrepair o Soft Close are not in working order o Cabinets on the outside are very dirty Cons of Puamana Property • Many units have junk piled up o Xmas Trees o Old Bikes o Old surf boards o Construction debris • Pools is not locked • Pool lights are not on all the time • Pool by ocean cabling around pool deck is in disrepair • We arrived on a weekend and were not able to register our vehicle.,HR_REVIEWTEXT,"Puamana 153-4
Cons of Condo
• Traffic noise is HIGH
• Condo is dirty
o Dusty
o Rugs are stained
• Screen were broken upon arrival
o Maintenance Fixed during our stay
o Maintenance left old screen in yard
• Many lights were not in working order
o Kitchen
 Maintenance repaired
o Bathroom
 I changed the light bulb
 No exhaust fan
o Patio
 Fan light does not work
• Maintenance attempted to fix but just left it hanging loose
 Stand alone light goes on and off at random
o No light over BBQ
• Bathrooms are very small
• Mater Bath has one outlet next to toilet
• Kitchen cabinets are in disrepair
o Soft Close are not in working order
o Cabinets on the outside are very dirty
Cons of Puamana Property
• Many units have junk piled up
o Xmas Trees
o Old Bikes
o Old surf boards
o Construction debris
• Pools isn’t locked
• Pool lights are not on all the time
• Pool by ocean cabling around pool deck is in disrepair
• We arrived on a weekend and were not able to register our vehicle.
o On several occasions we were not able to get into the property after calling 511 and getting a recording. 




Pros of Property
• Location to Front Street 
• Sunsets at the clubhouse
Pros of Condo
• Beds, Pillows,Bedding are very good
• Kitchen is well stocked with bowls/plates/kitchen accessories
• Kitchen well stocked with spices/oils/etc
o Note no condiments in fridge"
63dd36e41b464176fca729d1,8181000647,NOT SPECIFIED,21645767,1675441911273,03/02/2023 16:31:32 CST,ml246 charming corner unit breathtaking mountain & lake views fireplace!!,en_us,83,overwhelming fireplace smoke smell from the high winds outside was a problem,The smoke would be hazardous to an infant or asthmatic.,HR_REVIEWTEXT,"AMAZING location for skiing. The space worked well for us (3 adults + 1 child). The TVs have been updated to HD flat screens. Deck reconstruction is work-in-progress. Unfortunately, we had a bad experience with high winds pushing fireplace smoke into the unit. If I came back again, I would find a different unit in Mountain Lodge without a fireplace.

More about the smell… For the first two days, there was an overwhelming, strong, unpleasant smell of fireplace smoke throughout the entire unit. The smell hit you like a wall of upon walking in the door. It made our eyes water. The smoke would be hazardous to an infant or asthmatic. There is no central HVAC (only radiant heat) so the only option to “air it out” was to open the exterior door/windows to sub-freezing high winds. We emailed the owners and they had no meaningful solutions. The building manager eventually came and she explained the wind-chimney phenomena. The phenomena is exacerbated if the units above/below use their fireplaces, which share a common chimney. The third day, mercifully, the wind died down outside and so did the smell. Our clothes stunk when we got home. It would be helpful for the owners to provide air purifiers w/HEPA filters. It smelled like we were living in a chimney.

The unit’s location in ML makes the sound from the common area of the lobby really carry into the bedrooms. If you are sensitive to noise when sleeping, find a different unit."
63e2b002cbab2c23f79d0589,8182729066,NOT SPECIFIED,88373659,1675800612975,07/02/2023 20:09:33 CST,"charming home with private hot tub, fireplace, washer/dryer, and central ac",en_us,83,nice house but has mice. vacasa property management is terrible.,If you have children that is a huge hazard considering later in the trip I accidentally stepped on one.,HR_REVIEWTEXT,"I’m not one to leave reviews, but I don’t want others to go through what my group went through. 

First the good. The property itself is very nice. It has everything you need: towels, linens, spices in the kitchen, and a hot-tub. Location is about 10 minutes from Vail Village.

Now the bad. The issue my group ran into was the property management company (Vacasa) is terrible. When we arrived at the house there was a deceased mouse caught in a mousetrap on the living room floor next to the couch. I looked under the couch and saw two additional set mousetraps which were near the edge of the couch. If you have children that is a huge hazard considering later in the trip I accidentally stepped on one. We also observed and photographed mice feces under the master bedroom bed. I contacted Vacasa immediately and made them aware of the situation and was told that a cleaner would come out immediately. A cleaner never showed so we discarded the mouse ourselves and I called Vacasa again the next day to ask for cleaning stuff to be sent out. They apologized for the inconvenience and again said a cleaner would be out shortly. Hours went by so I called again and requested to speak with a manager. The manager said a cleaner would be out shortly, but never showed. I continuously contacted Vacasa for three days until they finally sent out a cleaner to take care of the mice feces. It took literally 3 days to get someoen to clean up the feces. 

Received a $500 refund on a $3200 + trip."
63e708c960a6c57044c191c1,8183218287,NOT SPECIFIED,76622449,1676085460288,01/02/2023 22:53:25 CST,"goldleaf lodge - elevated, lake-gazing perfection",en_nz,83,don't waste your money,Another thing is that it is not child friendly/safe at all as it only has star pickets and rope as a fence with a 2 metre or more drop.,HR_REVIEWTEXT,"The view was stunning, location was great and the size of the house was good for our large family. However the state of the property is not as it is portrayed. There were lights out in every room, door handles did not work properly, furniture is very tired looking and uncomfortable, the pool table is ripped and looks dreadful, just to name a few things. Another thing is that it is not child friendly/safe at all as it only has star pickets and rope as a fence with a 2 metre or more drop. It would be good if these things could be rectified moving forward so that others can have a better experience. Regards Helen"
