"Topic = ""H&S VRBO Model - REF"">>Topic = ""Stairs"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Stairs
Sentiment Filter: All sentences
Matched: 69 sentences
"Stairs Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Stairs""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d575085286c74c920c3151,8178683023,NOT SPECIFIED,33659459,1674933537507,28/01/2023 19:18:31 CST,luxurious villa los amigos 4 bedrooms,en_us,83,fishing vacation,Steps are not marked this is a hazard.,HR_REVIEWTEXT,No instructions on use of TV or hot tub. Location is hard for Taxis to find. Steps are not marked this is a hazard. No cable tv as advertised. Property manager did not show up until 4th day to show us how to work hot tub and TV. Phone was not usable and our cell phone hard to use. No checkout instructions.
63ce9802b07e3a6dffb2c04a,8176435075,NOT SPECIFIED,32663280,1674483774307,23/01/2023 14:21:54 CST,historic farmhouse ~20 min to grand rapids!,en_us,83,nice place for family,"Stairs to bedrooms are steep and without hand rail, so need to be careful and may not be suitable for kids and old folks.",HR_REVIEWTEXT,"Hosted the whole family there - 6 adults, 3 little kids. Nice kitchen for cooking, nice baths. Nice, comfortable mix of old and new. Stairs to bedrooms are steep and without hand rail, so need to be careful and may not be suitable for kids and old folks."
63d59d78b32084362a6c1017,8178726880,NOT SPECIFIED,26968001,1674943879278,28/01/2023 22:11:04 CST,"oceanfront resort with a/c - 2/2 kiahuna garden view-poipu beach condo, pool/gym",en_us,83,needed more information about location and condition,"Two level condo with bathrooms on one level ended up forcing us up and down dark, steep steps too many times.",HR_REVIEWTEXT,"What the ad doesn’t mention is that this is the furthest away from water. Two level condo with bathrooms on one level ended up forcing us up and down dark, steep steps too many times. Condo is nice layout bout dated and dirty."
63d033df97a8bc4798c83aa8,8177013970,NOT SPECIFIED,68151900,1674589161419,24/01/2023 19:39:11 CST,"river mountain cabin - close to boone, serene views, with hot tub",en_us,83,mountain vacation,hand rail n stairs have a lot of built up dirt!,HR_REVIEWTEXT,"The property is absolutely stunning! It was perfect for my family! The view you can’t beat and we got enough snow to excite us! The garbage was overflowing on arrival and the crows tore up trash that I had to clean up! After two request they sent someone Sunday to collect the trash! Other than this it was an amazing experience! I do however feel housekeeping is doing a mediocre job! Ceiling fans need cleaned, hand rail n stairs have a lot of built up dirt! The hot tub also was not clear water! This home deserves to be cleaned better!"
63d5705cdbea356aa3f93323,8178663638,NOT SPECIFIED,76250752,1674932346861,28/01/2023 18:58:35 CST,"bright, updated, oceanfront beauty puts rugged yachats shore at your doorstep!",en_us,83,some important safety issues,Stairs to upstairs need treads as two near slip moments occurred.,HR_REVIEWTEXT,"Great view. Comfortable. Easy to enjoy. 
Issues:
My friend slipped and fell on slick front steps. This needs to be addressed. Tread needs to be added. May have broken ribs. 

Stairs to upstairs need treads as two near slip moments occurred. 

Stairs block front entry partially. Is this up to code?

Water leaks behind kitchen sink faucet platform. 

Upper kitchen cabinet trim ready to fall off. 

Deadly scratched old non-stick soup pot should be discarded. 

Otherwise a charming retreat."
63d5705cdbea356aa3f93323,8178663634,NOT SPECIFIED,76250752,1674932346861,28/01/2023 18:58:35 CST,"bright, updated, oceanfront beauty puts rugged yachats shore at your doorstep!",en_us,83,some important safety issues,Issues: My friend slipped and fell on slick front steps.,HR_REVIEWTEXT,"Great view. Comfortable. Easy to enjoy. 
Issues:
My friend slipped and fell on slick front steps. This needs to be addressed. Tread needs to be added. May have broken ribs. 

Stairs to upstairs need treads as two near slip moments occurred. 

Stairs block front entry partially. Is this up to code?

Water leaks behind kitchen sink faucet platform. 

Upper kitchen cabinet trim ready to fall off. 

Deadly scratched old non-stick soup pot should be discarded. 

Otherwise a charming retreat."
63deea7e5689dc69589308f3,8181503990,NOT SPECIFIED,76457668,1675553424114,04/02/2023 23:30:06 CST,🏔⛷️oak pines lodge + hot tub🌲 - oak pines lodge,en_us,83,terrible snow removal,there was nothing to hold onto as you climbed 2 stories of very slippery steps,HR_REVIEWTEXT,"It had not snowed in the 2-3 days prior to our stay. The snow plows had come through after they had plowed the parking area, and they did not clean up the mound of snow at the end of the driveway. Our vehicle got stuck trying to get into the parking area, and we had to shovel the ice snow out. Worse than that, they only cleared off the snow on half of the steps, and that half was ice covered with no salt. It was also the side WITHOUT the railing, so there was nothing to hold onto as you climbed 2 stories of very slippery steps. One of my friends ended up falling. There was no salt on the property to help with the situation. We called and requested them to be shoveled and salted that night. No one came to take care of it until 1pm the following day. The back deck with the hot tub was not shoveled at all. We had to shovel it to be able to use the hot tub. There was no propane barbecue on the property, as was advertised. The house was clean except for the grease and animal hair on the waffle maker. The key was supposed to be located “to the right of the door”. A more accurate description would have been ‘on the handle of the garage door’. The manager did answer my phone calls and assisted, I was just VERY disappointed with the lack of snow removal (and failure to rectify it in a quick amount of time) and no propane grill on the property as was advertised."
63d6cc963257de0f5515bf34,8179169065,NOT SPECIFIED,78771608,1675021490031,29/01/2023 19:43:54 CST,crawdad by avantstay | isle of palms home w/ bbq & access to community pool,en_us,83,worst experience with a vbro rental ever,Banister caps all loose and falling off safety hazard.,HR_REVIEWTEXT,"1.Problems with check in. Locks didn't work, help was a call center in India and took over 30 minutes to get access to the house and they wanted me to troubleshoot their dead battery in the lock..
2. Issues with gate pass, had to get a pass daily from guard instead Ed of getting a pass for our entire stay.
3. No welcome kit with access to resort amenities. The ad said we would have access to resort amenities but after a very long and confusing text exchange with AvantStay we were told, nope, no access to amenities. They suggested that we just go to the amenities center and see if we could get in-like jump the fence.
4. House smelled bad.
5. Lied on advertising- no access to resort amenities, no outdoor dining, no deck, no outdoor living space.
6. Hidden fees and surprise charges after hitting book.
7. WiFi was so slow, we didn't use it.
8. Furniture was uncomfortable/unusable except for the beds. 
9. Garage doors didn't open.
10. Banister caps all loose and falling off safety hazard.
11. No resort information.
12. I spent entirely too much of my time texting with AvantStay instead of enjoying my family."
63d834fb02b3967ce362e13f,8179551585,NOT SPECIFIED,80845472,1675113738751,30/01/2023 21:22:03 CST,gated neighborhood with sandy beach,en_us,83,wonderful stay,"The pool could use hand rails to get in, given the steps are really steep.",HR_REVIEWTEXT,"The house was well appointed and maintained. Everything was very clean. We had a bit of trouble finding the house initially, but eventually found it. Some posts have said that you can walk down to the resort below in the marina, but that walkway is locked off with a gate. The house could use some books on St Croix. The pool could use hand rails to get in, given the steps are really steep. Great coffee set up - an neurogenic machines, a regular coffee maker, a grinder and even a milk foamer! We enjoyed a drink at the Buccaneer Lounge and a snorkeling trip with Llewelyn on a catamaran. Duggans Reef and Great Salt Pond were wonderful dinners. Shoy beach is nice and quiet but it was too windy to snorkel there."
63e02d6e09bf5349a1072a0f,8181937904,NOT SPECIFIED,59014787,1675636109030,05/02/2023 22:27:58 CST,the pumphouse on lake superior | incredible lake views | 200' lakeshore,en_us,83,best rental out there!,Carpeted narrow stairs tend to be slippery so just use extra caution.,HR_REVIEWTEXT,We loved our stay at the Pump House. The little details were very thoughtful and appreciated. The stairs were a little treacherous but at no fault of the owner. Carpeted narrow stairs tend to be slippery so just use extra caution.
63cec244ac8a60519d86e937,8176494979,NOT SPECIFIED,44838506,1674494841768,23/01/2023 17:22:12 CST,"beautiful, family-friendly home w/ a private pool, fireplace, & free wifi!",en_us,83,great location -- not a comfortable stay,The stairs are too dark and not easy to negotiate.,HR_REVIEWTEXT,"I'll start with the positive: the house is a great location. We went to ski @ Sugarbush and could not have been better. It recently snowed and the driveway was well plowed. The house had great hot water. Plenty of it. 

The challenges: the house has next to no privacy - bathrooms included. Even for adults the house has several safety issues. The stairs are too dark and not easy to negotiate. The kitchen was dirty, poorly stocked. No cold water at the kitchen sink. The fireplace could not be used. A ski house with a fireplace but you are told not to use it! The two doors on the first level to the outside cannot be locked! As a result it did not feel safe. 
The house had a persistent bad smell. There were several trash bags sitting outside the front door. I contacted the management co about this and the smell. The trash was picked up; but I did read in reviews that this has happened before. No one from the management co got back to me about the smell despite the fact that I told them that it may be a minor gas leak! 

The net is I would not stay here again."
63d8bd233ca54f4daf2d1731,8179704351,NOT SPECIFIED,33145333,1675148591035,31/01/2023 07:02:59 CST,goldilocks getaway by big bear vacations | cozy modern moonridge cottage | streaming tv,en_us,83,"disappointing, dangerous and stress-inducing","I wish I could post a photo, because the narrow stairs leading to the front door had at least a 3-inch thick later of slippery ice on top.",HR_REVIEWTEXT,"The cabin itself was fine and matched the photos. However, there were some details that made us wish we had just gotten a hotel. Properties like this are the epitome of the poor STR offerings that are now commonplace.

First: This property is managed by a professional company. It is weird and inconvenient that they require guests to have to first visit an offsite location during their available office hours to check-in.

Second, the amount of messages and forms we were subject to after booking was dizzying. Once we had already booked and paid on VRBO, we were forced to fill out pages of additional forms via links with extra signatures and personal information, and then fill that information again in-person during check-in. They even prompted us to install another additional app altogether just for a 2-night stay. There were house rule sheets fed to us at every turn: in the emails, forms, on printouts, on the contracts, hanging in the home. I felt unwelcome by the end of it. The point is: booking through VRBO should be the sole source of our registration info and the house rules. All this extra stuff felt very unwelcoming.

Third: the home entrance itself was difficult to access. I wish I could post a photo, because the narrow stairs leading to the front door had at least a 3-inch thick later of slippery ice on top. It was almost comical how difficult it was to walk up the steps without assistance. We had to tag-team bringing in our bags because it was so dangerous to walk up. We couldn't have dealt with the ice if we'd wanted: all they provided was a cheap plastic snow shovel that couldn't come close to busting the ice. I can't believe they didn't clear the walkway and salt the steps before admitting guests.

Fourth: the instructions call for guests to take their garbage to the dump, after charging a cleaning fee! As paying guests (and as a short-term rental host myself), I had to laugh that these people require their guests to go run errands for them around town just to go check out. These hosts are a local company -- they can go make the garbage run to the dump themselves.

Needless to say, we won't be coming back to Big Bear anytime soon and I do not recommend Big Bear Vacations."
63d2b15f3a1e9f35bf9f0f17,8177771713,NOT SPECIFIED,72536954,1674752360902,26/01/2023 16:59:11 CST,"perfect for multiple families! 2 master suites, on free shuttle route",en_us,83,gas leaks through out the property that were not fixed,One of the children staying in the house passed out and fell down the stairs due to the smell of the gas that is added to natural gas for detection.,HR_REVIEWTEXT,"We stayed in this rental January 20-23. We left a night early due to four natural gas leaks through out the property. We had to call Xcel which said the fireplace needed to be shut off immediately and fixed. One of the children staying in the house passed out and fell down the stairs due to the smell of the gas that is added to natural gas for detection. The management company said it was safe to stay in the property. They turned off the fireplace but did not address anything else. We had to call them. Not one of them called to see how we were or if they could help. And when we asked to leave a night early because we did not feel safe, they gave us a hard time because they insisted it was safe. They did not fix the leaks on the main floor which is where the bunk room is where all the kids were sleeping. We did not feel comfortable or safe staying. I called several days later to follow up and the leaks had not been fixed. The management company laughed when I expressed my frustration at the lack of concern. Would not recommend a management company that is in the business of booking a house that is unsafe. One of the maintenance guys that came while Xcel was inspecting said the property had received the same complaint and nothing was done."
63d166958717da32d9bb8cfa,8177364116,NOT SPECIFIED,71390276,1674667714952,25/01/2023 17:27:49 CST,luxury private studio awaits you by lax and beach,en_us,83,not as advertised,"Speaking of stairs, I understand it may not rain a lot in LA but it did when I was visiting and the most dangerous thing is wet wood as steps with no grip, they became dangerously slippery with how steep the steps are.",HR_REVIEWTEXT,"The Bad : The first thing is either add a window or list this as what it is a Basement. Secondly if you expect the noise ordinance to be upheld by the renters then the owners should as well. There is no reason I should be woken up bulg what I can assume only to be as a morning ballet lesson followed by a fashion runway in cement heels. Next the bathroom while it is gorgeous definitely need to be looked at. The sink is entirely to small and there is a strange sewer smell that lingers in the bathroom. The internet was great on my devices but the TV is so old that it can't keep up with the wifi so watching anything that was streamed constantly buffered or flat out got stuck loading. Speaking of the TV half of the TV is darkened and will SOON be out. Next the lighting going down to the property is also dangerous there needs to be more closer to the door. The bamboo on steps needs to be trimmed back, I should not have to walk around it to use the stairs. Speaking of stairs, I understand it may not rain a lot in LA but it did when I was visiting and the most dangerous thing is wet wood as steps with no grip, they became dangerously slippery with how steep the steps are. Lastly a trash can NEEDS to be added, yes I know you have the tiny trash can big enough for receipts below the sink but that's clearly not enough.

The Good : very beautiful neighborhoods. The furniture in the room was all very well crafted and clean. The studio itself was also very clean. The lighting in the apartment was very nice. The bathroom was very nice for a one person as well. Accessibility to the neighborhood were very easy and great for finding food and other things.

My grade would be. 2.5/5"
63d806f8d5f4e5627a29320b,8179495300,NOT SPECIFIED,74897086,1675101954645,30/01/2023 18:05:44 CST,new listing -walk to main st. blowing rock-2nd floor-2bd/2ba/pet friendly<35lb,en_us,83,very clean well appointed property!,The extertior stair hand rails are constructed out of common wood pieces which are difficult to grasp for smaller hands.,HR_REVIEWTEXT,"I have two issues with the property. The extertior stair hand rails are constructed out of common wood pieces which are difficult to grasp for smaller hands. Also, both bathrooms are very small."
