"Topic = ""H&S VRBO Model - REF"">>Topic = ""Stairs"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Stairs
Sentiment Filter: All sentences
Matched: 61 sentences
"Stairs Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Stairs""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Stairs""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e74643d904365f17fe0986,8183226493,NOT SPECIFIED,48016189,1676101197434,11/02/2023 07:39:47 CST,renovated 80m2 duplex in a chalet. possibility of departure on skis,fr_fr,83,vacances ski,"Cependant, l' escalier extérieur mériterait d' être refait, peut être dangereux actuellement.",HR_REVIEWTEXT,"Jacques, le gérant, est accessible et répond bien aux questions. Merci! Appartement très bien conçu pour 9 personnes. Chacun a son espace. Bien équipé, par contre une cafetière filtre serait plus adaptée qu'une nespresso compte-tenu de la capacité de l'appartement (10 personnes). Au calme en étant proche du centre et du départ ski, par contre pas de départ et retour skis aux pieds (hors piste). Cependant, l'escalier extérieur mériterait d'être refait, peut être dangereux actuellement."
63e7dd39095f0117addaa067,8183259276,NOT SPECIFIED,39677798,1676139873944,11/02/2023 18:23:52 CST,"omni amelia island resort ~beach front, fully renovated, 5 stars on cleanliness!",en_us,83,strange floor plan,Outside stairs were good compared to narrow interior stairwell that felt dark and lower level area small windows and bathrooms.,HR_REVIEWTEXT,"Expected a few steps but not both inside and outside condo. Outside stairs were good compared to narrow interior stairwell that felt dark and lower level area small windows and bathrooms. Deck was long but narrow with very uncomfortable high top table and chairs. Difficult to sit and enjoy ocean views. Bedding, pillows and towels very low quality and should be upgraded. Upper level is pretty nice and comfortable. Electronic door locks made strange noise every half hour through out the day and night causing sleep interruptions. Water was shut off 4 hours for repairs. We have stayed in several rentals but this one was strange and would not recommend."
63e1ba92d1380a352f4aff22,8182445868,NOT SPECIFIED,22626473,1675737756542,07/02/2023 02:42:26 CST,oceanfront holiday <br>,en_us,83,incredible view!!,The only issue we had was the stairs as both of fell even though we had treads on our flip flops.,HR_REVIEWTEXT,"We did like this property very much! The view from the lanai area was great & so loved hearing the sound of the ocean when we slept. All was good in kitchen except 1 fry pan(medium sized) had a bit of rust?/grease? on it. Towels were awesome for size and we found entry to place easy access for us! Elevator close @ hand good & quiet neighbors. The only issue we had was the stairs as both of fell even though we had treads on our flip flops. There was an instant light that alerted us to steps but this was our 1st time in a condo where we should have more diligent in where we were walking. Loved the drawers for storage!
Didn't know bbq was charcoal only, maybe we didn't read that part of the guide book.
We were glad to be in the area."
63dadad4f9145235e3c71164,8180319408,NOT SPECIFIED,37124154,1675287268019,01/02/2023 21:34:11 CST,progresso beach front condo - ground floor,en_gb,83,overall we enjoyed are stay but there was issues.,"There is very little beach most of the time none at all due to the sea, the steps leading down to the water is unsafe as its cracked on both sides so you are unable to go into the water from this access point.",HR_REVIEWTEXT,"Check in time was not correct.
Cleaners arrived after us and was there an hour after the updated check in time.
Getting the correct address was challenging and when we did get the address it was 49 minutes away from the pin drop on this app. Luckily there was regular local buses. But it added extra cost and time. We picked this place based on its location so was disappointed. There is very little beach most of the time none at all due to the sea, the steps leading down to the water is unsafe as its cracked on both sides so you are unable to go into the water from this access point.
The whole place smells of damp we had to keep the aircon on to stop the bedrooms from smelling. Leaving cupboard doors open. 
The cleaners put damp smelling sheets on the beds and we were left with dirty towels.
The kitchen cupboards also smell and apart from the microwave/coffee maker/cooker all other appliances listed are there but all have stickers on them stating they do not work.
Kitchen equipment is old and mix match. No scissors etc.
My friend got an electric shock from the smallest bedroom. The bigger room the plugs would spark now and again same for the plug by the kitchen bar.
One bathroom completely unusable (toilet, shower and sink) the main bedroom shower would not drain properly.
Pool was nice the block is rented out by mostly retired Canadians. Burger boys across the road... amazing food oxxo close by so not all bad!"
63deea7e5689dc69589308f3,8181503990,NOT SPECIFIED,76457668,1675553424114,04/02/2023 23:30:06 CST,🏔⛷️oak pines lodge + hot tub🌲 - oak pines lodge,en_us,83,terrible snow removal,there was nothing to hold onto as you climbed 2 stories of very slippery steps,HR_REVIEWTEXT,"It had not snowed in the 2-3 days prior to our stay. The snow plows had come through after they had plowed the parking area, and they did not clean up the mound of snow at the end of the driveway. Our vehicle got stuck trying to get into the parking area, and we had to shovel the ice snow out. Worse than that, they only cleared off the snow on half of the steps, and that half was ice covered with no salt. It was also the side WITHOUT the railing, so there was nothing to hold onto as you climbed 2 stories of very slippery steps. One of my friends ended up falling. There was no salt on the property to help with the situation. We called and requested them to be shoveled and salted that night. No one came to take care of it until 1pm the following day. The back deck with the hot tub was not shoveled at all. We had to shovel it to be able to use the hot tub. There was no propane barbecue on the property, as was advertised. The house was clean except for the grease and animal hair on the waffle maker. The key was supposed to be located “to the right of the door”. A more accurate description would have been ‘on the handle of the garage door’. The manager did answer my phone calls and assisted, I was just VERY disappointed with the lack of snow removal (and failure to rectify it in a quick amount of time) and no propane grill on the property as was advertised."
63e178d7100b2d2857fa8f11,8182355243,NOT SPECIFIED,71610794,1675721056349,06/02/2023 22:01:54 CST,prospect gardens,en_us,83,wisconsin,The only change I would make is to add a hand rail for the steps outside.,HR_REVIEWTEXT,Property was great. The only change I would make is to add a hand rail for the steps outside.
63d6cc963257de0f5515bf34,8179169065,NOT SPECIFIED,78771608,1675021490031,29/01/2023 19:43:54 CST,crawdad by avantstay | isle of palms home w/ bbq & access to community pool,en_us,83,worst experience with a vbro rental ever,Banister caps all loose and falling off safety hazard.,HR_REVIEWTEXT,"1.Problems with check in. Locks didn't work, help was a call center in India and took over 30 minutes to get access to the house and they wanted me to troubleshoot their dead battery in the lock..
2. Issues with gate pass, had to get a pass daily from guard instead Ed of getting a pass for our entire stay.
3. No welcome kit with access to resort amenities. The ad said we would have access to resort amenities but after a very long and confusing text exchange with AvantStay we were told, nope, no access to amenities. They suggested that we just go to the amenities center and see if we could get in-like jump the fence.
4. House smelled bad.
5. Lied on advertising- no access to resort amenities, no outdoor dining, no deck, no outdoor living space.
6. Hidden fees and surprise charges after hitting book.
7. WiFi was so slow, we didn't use it.
8. Furniture was uncomfortable/unusable except for the beds. 
9. Garage doors didn't open.
10. Banister caps all loose and falling off safety hazard.
11. No resort information.
12. I spent entirely too much of my time texting with AvantStay instead of enjoying my family."
63d834fb02b3967ce362e13f,8179551585,NOT SPECIFIED,80845472,1675113738751,30/01/2023 21:22:03 CST,gated neighborhood with sandy beach,en_us,83,wonderful stay,"The pool could use hand rails to get in, given the steps are really steep.",HR_REVIEWTEXT,"The house was well appointed and maintained. Everything was very clean. We had a bit of trouble finding the house initially, but eventually found it. Some posts have said that you can walk down to the resort below in the marina, but that walkway is locked off with a gate. The house could use some books on St Croix. The pool could use hand rails to get in, given the steps are really steep. Great coffee set up - an neurogenic machines, a regular coffee maker, a grinder and even a milk foamer! We enjoyed a drink at the Buccaneer Lounge and a snorkeling trip with Llewelyn on a catamaran. Duggans Reef and Great Salt Pond were wonderful dinners. Shoy beach is nice and quiet but it was too windy to snorkel there."
63e02d6e09bf5349a1072a0f,8181937904,NOT SPECIFIED,59014787,1675636109030,05/02/2023 22:27:58 CST,the pumphouse on lake superior | incredible lake views | 200' lakeshore,en_us,83,best rental out there!,Carpeted narrow stairs tend to be slippery so just use extra caution.,HR_REVIEWTEXT,We loved our stay at the Pump House. The little details were very thoughtful and appreciated. The stairs were a little treacherous but at no fault of the owner. Carpeted narrow stairs tend to be slippery so just use extra caution.
63e44ff477bf472054803bff,8183081859,NOT SPECIFIED,90038787,1675907070417,09/02/2023 01:44:06 CST,"private dog-friendly 2-story home with firepit, patio, washer/dryer & streaming",en_us,83,"quiet, remote getaway","Upon arrival, there was 4 inches of snow in the driveway and unshoveled steps, making it very slippery.",HR_REVIEWTEXT,"Stayed with our family of 4 and my parents for a weekend away. Plenty of room for everyone. Location is 15-20 minutes to most stores/restaurants. Upon arrival, there was 4 inches of snow in the driveway and unshoveled steps, making it very slippery. Behind the couch there was a dead mouse in a trap that looked like it had been there for some time. Bugs- dead and alive- throughout the house. I realize it’s a country home but it seemed like no one had actually been at the house for some time. WiFi didn’t work. Property management was very quick to respond to all questions. Check in/check out process was very easy. I loved that there wasn’t a long list of chores to do before we left. like most rentals! Kitchen had everything we needed to make a big meal. Plenty of towels. Beds/bedding very comfortable. It was not the worst Vrbo experience, but I wouldn’t stay again."
63d8bd233ca54f4daf2d1731,8179704351,NOT SPECIFIED,33145333,1675148591035,31/01/2023 07:02:59 CST,goldilocks getaway by big bear vacations | cozy modern moonridge cottage | streaming tv,en_us,83,"disappointing, dangerous and stress-inducing","I wish I could post a photo, because the narrow stairs leading to the front door had at least a 3-inch thick later of slippery ice on top.",HR_REVIEWTEXT,"The cabin itself was fine and matched the photos. However, there were some details that made us wish we had just gotten a hotel. Properties like this are the epitome of the poor STR offerings that are now commonplace.

First: This property is managed by a professional company. It is weird and inconvenient that they require guests to have to first visit an offsite location during their available office hours to check-in.

Second, the amount of messages and forms we were subject to after booking was dizzying. Once we had already booked and paid on VRBO, we were forced to fill out pages of additional forms via links with extra signatures and personal information, and then fill that information again in-person during check-in. They even prompted us to install another additional app altogether just for a 2-night stay. There were house rule sheets fed to us at every turn: in the emails, forms, on printouts, on the contracts, hanging in the home. I felt unwelcome by the end of it. The point is: booking through VRBO should be the sole source of our registration info and the house rules. All this extra stuff felt very unwelcoming.

Third: the home entrance itself was difficult to access. I wish I could post a photo, because the narrow stairs leading to the front door had at least a 3-inch thick later of slippery ice on top. It was almost comical how difficult it was to walk up the steps without assistance. We had to tag-team bringing in our bags because it was so dangerous to walk up. We couldn't have dealt with the ice if we'd wanted: all they provided was a cheap plastic snow shovel that couldn't come close to busting the ice. I can't believe they didn't clear the walkway and salt the steps before admitting guests.

Fourth: the instructions call for guests to take their garbage to the dump, after charging a cleaning fee! As paying guests (and as a short-term rental host myself), I had to laugh that these people require their guests to go run errands for them around town just to go check out. These hosts are a local company -- they can go make the garbage run to the dump themselves.

Needless to say, we won't be coming back to Big Bear anytime soon and I do not recommend Big Bear Vacations."
63e400c394ea7047dc6fa6ee,8183063679,NOT SPECIFIED,88655682,1675886802724,08/02/2023 20:06:12 CST,river bend | new listing! modern mountain luxury with amenities galore!,en_us,83,good experience overall!,"not a huge leak, but big enough to make those steps slippery and unsafe, if we did not catch it.",HR_REVIEWTEXT,"The property was absolutely beautiful, and location was quite perfect! Not close to other cabins, nice view, and the house had everything we needed inside. The kitchen was perfectly stocked, above and beyond what is typically provided (still bring some extra paper towels, trash bags, and dishwasher pods with you, just in case). Beds and rooms were comfortable; both levels in the house have their own thermostats for comfortable temperature settings. Great natural light everywhere, and functional window coverings for privacy, in spite of large windows everywhere. We also really enjoyed the firepit - just remember to bring your own firewood, as it is not provided.

The only negative sides of the stay had to do with the quality of the construction. There doesn't appear to be any sound insulation between the two floors; it is extremely noisy downstairs when anyone as little as gets out of bed or walks across the room upstairs.

There is hardly any water pressure, if more than one faucet is used at the same time. With four full bathrooms in the house, this was an issue while trying to get ready in the AM, or cleaning up after hikes and activities.

There was a leak from an upstairs bathroom that was coming out on the stair steps; not a huge leak, but big enough to make those steps slippery and unsafe, if we didn't catch it.

There were several very large pieces of siding that came detached from the roof of the patio, and were hanging down very low, looking like they could fall off on our heads any minute. Made a large portion of the upstairs patio unusable during our stay. and we didn't really have a safe way to walk to the outdoor patio fireplace we wanted to use.

Last, but not least - don't attempt getting there in a low-rider small car that is weighted down with people and luggage. The road is very windy and steep, and there is a big gravel/dirt hump in the middle, which would have made things difficult for a lower smaller car.

Overall, good experience, and I am sure the property management will address the ""maintenance"" issues above (they were already beginning work on them when we called them in). If you're ok with ear plugs for the lack of sound insulation, and don't mind low water pressure, AND you drive at least a higher sedan or a crossover - this is a wonderful place for the whole family to enjoy! We will consider going back ourselves."
63e8b05c1370a62aa0546c5c,8183303999,NOT SPECIFIED,40189235,1676193894044,12/02/2023 09:24:43 CST,mélèzes s 040 - ski lift apartment 8 pers,de_de,83,"super lage, sauberkeit nicht top","Die Treppe ist für Kleinkinder gefährlich, da sie zwischen den Stufen hindurchkrabbeln können (entspricht nicht den Bauvorschriften!!!)",HR_REVIEWTEXT,"- Die Wohnung liegt sehr gut um Skiferien zu verbringen. Der Lift liegt nur einige Meter nebenan.
- Die Wohnunh hat eine fantastische Aussicht ins Tal.
- Die Wohnung war nicht sehr sauber geputzt und wir mussten z.T. noch staubsaugen. Die Sofabezüge waren recht schmutzig.
- Geschirr für 8 Personen zu knapp (z.B. nur 6 kleine Teller).
- Die Bilder der Wohnung entsprechen nicht mehr ganz der Realität. Es hat nur noch 1 Etagenbett, dafür noch ein Kinderbett und eine Treppe in den oberen Stock, wo noch 2
Betten vorhanden sind. Die Treppe ist für Kleinkinder gefährlich, da sie zwischen den Stufen hindurchkrabbeln können (entspricht nicht den Bauvorschriften!!!)
- Im Grossen und Ganzen eine tolle Wohnung, welche noch mehr Potenzial hätte."
