"Topic = ""H&S VRBO Model - REF"">>Topic = ""Pest Control - Cockroaches"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Pest Control - Cockroaches
Sentiment Filter: All sentences
Matched: 26 sentences
"Pest Control - Cockroaches Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Pest-Control - Cockroaches""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Pest-Control - Cockroaches""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63db7f35eb65ee319506c88a,8180504630,NOT SPECIFIED,42647553,1675329344596,01/02/2023 10:51:29 CST,the shore break 6 - 2 bedroom apartment with ocean views - 2+ nights,en_au,83,spacious but not luxury,The cockroach that greeted us in the kitchen was an unwanted guest!,HR_REVIEWTEXT,"Disappointing at best! Great unit, lovely ocean view, but not luxury. Certainly not worth the price.
While driving to the unit we received a txt message informing the access detail and the Unit had no Wi-Fi !
Wi-Fi was a main reason we chose this place. The web site did not mention NO Wi-Fi so we assumed that accommodation in this price point would be connected; ironically, there’s a TV with a Netflix remote but NO Wi-Fi!
Upon entering the unit everything looked clean and inviting, but looks can be deceptive. The unit is not dirty but its cleanliness needs much improvement. The cockroach that greeted us in the kitchen was an unwanted guest! Bathroom window and stairway ledges were grotty with dead insects. The inner pillow covers in the bedroom were slightly stained.
Strangely, many of the kitchen/bathroom drawers were open: kept springing open. 
Game changer – no aircon or fan in the bedrooms. So hot!
All accommodation we have visited previously have supplied complimentary toiletries – small soaps doesn’t meet the standard. Coffee machine but no coffee pods. Stingiest accommodation ever.
There are safety issues:
- excellent parking but the space at the side has a steep drop. This is dangerous
- entrance step to bathroom is a tripping hazard
- no shower mat – slipping hazard
- bathroom basin height is high – awkward for shorter people
Excellent customer service - fans provided within hours after contacting the manager."
63da95f895cab1002b412992,8180233232,NOT SPECIFIED,83403515,1675269634712,01/02/2023 16:31:13 CST,lovely 5bd spa gm pool hm encore club,en_us,83,"heated pool was not on as per request, dirty house","house was dirty, dirty towels, dusty, rust on pool property, infested with roaches",HR_REVIEWTEXT,"We didn’t get heated pool, house was dirty, dirty towels, dusty, rust on pool property, infested with roaches."
63d568d422124e2dfda3e97b,8178661163,NOT SPECIFIED,31338904,1674930410222,28/01/2023 18:26:28 CST,"ma 501 luxurious 2bd/2ba ocean front condo in kaanapali, just steps to the beach",en_us,83,myriad of issues,Vent in living room is inadequate and cause the room to be too hot to enjoy Worst problem was bugs/roaches in the kitchen that we found everyday of our stay.,HR_REVIEWTEXT,"Week started with a leak in the ceiling. Fixed but carpet pulled and fans needed for two days. 
Vent in living room is inadequate and cause the room to be too hot to enjoy
Worst problem was bugs/roaches in the kitchen that we found everyday of our stay. We never used the kitchen and had to eat out all days. 
Maui paradise was attentive at first but then went completely silent
We’ve stayed here before but won’t again and likely will start going back to hotels."
63d6a54a4486f75091b9c2d2,8179108554,NOT SPECIFIED,61524065,1675011443453,29/01/2023 16:56:42 CST,"3br  luxury condo with ocean views, can walk to all that waikiki has to offer.!",en_ca,83,perfect location,Minus the cockroaches in the kitchen - and lots of them.,HR_REVIEWTEXT,Minus the cockroaches in the kitchen - and lots of them. The Raid can below the sink was useful and necessary. Other than that the condo was great!
63d686c2f9168759be10423d,8179048581,NOT SPECIFIED,44358524,1675003642508,29/01/2023 14:46:26 CST,walking distance from the beach,en_us,83,overpriced shack!!!,"I do not know what was more surprising, the frog in the shower, the roaches in the kitchen or the varment living under the house.",HR_REVIEWTEXT,"I don’t know what was more surprising, the frog in the shower, the roaches in the kitchen or the varment living under the house. All kitchen wares were filthy, no working space and unuseable glass kitchen table. Broken toaster, unuseable ice trays and soiled furniture. Advertised as handicapped accessible, NOT!!!
Gross backyard. No Mountain View Photos available upon request. Disappointed in VRBO!
It was ICKY!!!😖"
63d6d949f8eaac1d62877e4c,8179190132,NOT SPECIFIED,65410683,1675024736393,29/01/2023 20:38:25 CST,my perfect stays special: mar 15-18 $279,en_us,83,great place,We did find baby cockroaches in the kitchen area and bathroom and bought the roach motel thing at the market.,HR_REVIEWTEXT,"We loved our stay here. The place has everything you need for an extended stay. We stayed for three weeks and bought a vegetable steamer which we left at the property. Pics are accurate but we were told that the throw pillows were for staging only. Those are important to us for lumbar back support. The property is great and Napili bay is wonderful (be careful of rip currents and pay attention to the red flags - usually placed in front of the Sea House restaurant). Internet reception was good but not great for conference calls. I brought my own eero wifi router and after installing it, had no issues. That means it is mostly an issue with the router, not the modem or the internet connection to the property itself. Although, normal router was still good for YouTube or Netflix. The place was clean but I would say it needs a deep clean. Shower pan is one example. The bed is comfortable and linens are top notch. We did find baby cockroaches in the kitchen area and bathroom and bought the roach motel thing at the market. This is Hawaii and so, we weren’t surprised but also not great. Just keep your food containers sealed or in the refrigerator. Another con is the proximity to the pool and jacuzzi. Both can get loud at times. But noise cuts off if you close lanai door. Also, everyone is out of the pool area by 10 pm. The pro is that the unit is really super close to the pool and jacuzzi and we enjoyed them quite a bit. All in all, we would come back."
63da17237afe7e320d253cf7,8180087257,NOT SPECIFIED,73645509,1675237157094,31/01/2023 05:39:18 CST,paradise beach house,en_au,83,a premium price for a shambolic experience,"There was a cockroach infestation (in kitchen drawers, dishwasher, bedrooms - we had to purchase surface spray and treat both inside and outside the house, plus go through and clean kitchen drawer contents).",HR_REVIEWTEXT,"Property not cleaned when we arrived, dirty linen strewn over floors, dirty floors, dirty table surfaces, dirty bathrooms with toilet bowls containing excrement. Owner was reportedly occupying property prior to us, left it in a mess. We finally got into the property around 9 pm after dinner (check-in time was 4pm), and the agent did agree to reimburse dinner. After cleaning was performed by a team called in by the agent, there were other issues. One bathroom was missed in the cleaning (my daughter had to clean the shower, floor, and excrement coated toilet bowl). There was a cockroach infestation (in kitchen drawers, dishwasher, bedrooms - we had to purchase surface spray and treat both inside and outside the house, plus go through and clean kitchen drawer contents). Three bathrooms needed tap repairs (taps broken and nonfunctional, and plumber attended the following day after we repeatedly requested same). Freezer was filthy with dried meat blood. In the front yard, there was dog faeces located in various places on the grass, as well as prawn shells in a few locations. Compensation of less than 10% of the total cost (including the dinner reimbursement) was paid, which I consider to be totally inadequate given the property was advertised as a luxury property with an expensive nightly rate. The first response from the local agent when we finally managed to get her to attend the property, was “I’ve seen worse”. Not exactly what you want to hear when you’re expecting a luxury getaway.
This is a real shame as the property is in an excellent location but has been let run down.
Quality control by the local agent leaves much to be desired.
Photos of the condition of the property when we arrived are available if needed."
63d8a9870cbec808eda872fd,8179689509,NOT SPECIFIED,73645509,1675143569995,31/01/2023 05:39:18 CST,paradise beach house,en_au,83,a premium price for a shambolic experience,Freezer was filthy with dried blood which my wife had to clean and cockroaches were found in the dishwasher and several draws in the kitchen.,HR_REVIEWTEXT,Property not cleaned when we arrived. Owner left it in a mess. We finally got into the property around 9 pm after dinner which the agent agreed to reimburse. Property infested with cockroaches which my wife and daughters had to address with surface spray. 3 bathrooms needed tap repairs and plumber attended the following day. Freezer was filthy with dried blood which my wife had to clean and cockroaches were found in the dishwasher and several draws in the kitchen. Compensation of about $1.6 K was paid which is considered totally inadequate given the property was advertised as a luxury property at a cost of around $2.4k per night. The only response from the local agent - when we finally got hold of her was “I’ve seen worse” Not exactly what you want to hear when outplaying around $15k for a 6 days stay
63d8a9870cbec808eda872fd,8179689507,NOT SPECIFIED,73645509,1675143569995,31/01/2023 05:39:18 CST,paradise beach house,en_au,83,a premium price for a shambolic experience,Property infested with cockroaches which my wife and daughters had to address with surface spray.,HR_REVIEWTEXT,Property not cleaned when we arrived. Owner left it in a mess. We finally got into the property around 9 pm after dinner which the agent agreed to reimburse. Property infested with cockroaches which my wife and daughters had to address with surface spray. 3 bathrooms needed tap repairs and plumber attended the following day. Freezer was filthy with dried blood which my wife had to clean and cockroaches were found in the dishwasher and several draws in the kitchen. Compensation of about $1.6 K was paid which is considered totally inadequate given the property was advertised as a luxury property at a cost of around $2.4k per night. The only response from the local agent - when we finally got hold of her was “I’ve seen worse” Not exactly what you want to hear when outplaying around $15k for a 6 days stay
63da4432b9b0b2022d510422,8180139159,NOT SPECIFIED,42647553,1675248733953,01/02/2023 10:51:29 CST,the shore break 6 - 2 bedroom apartment with ocean views - 2+ nights,en_au,83,spacious but not luxury,The cockroach that greeted us in the kitchen was an unwanted guest!,HR_REVIEWTEXT,"Disappointing at best! Great unit, lovely ocean view, but not luxury. Certainly not worth the price.
While driving to the unit we received a txt message informing the access detail and that Unit-6 had no Wi-Fi ! Wi-Fi was a main reason we chose this place. The web site did not mention NO Wi-Fi so we assumed that accommodation in this price point would be connected; ironically, there’s a TV with a Netflix remote. Later learned that Unit 5 has unlimited Wi-Fi!
Upon entering the unit everything looked clean and inviting, but looks can be deceptive. The unit is not dirty but its cleanliness needs much improvement. The cockroach that greeted us in the kitchen was an unwanted guest! Bathroom window and stairway ledges were grotty with dead insects. The inner pillow covers in the bedroom were slightly stained.
Strangely, many of the kitchen/bathroom drawers were open: kept springing open. 
Game changer – no aircon or fan in the bedrooms. So hot!
All accommodation we have visited previously have supplied complimentary toiletries – small soaps doesn’t meet the standard. Coffee machine but no coffee pods. Stingiest accommodation ever.
There are safety issues:
- excellent parking but the space at the side has a steep drop. This is dangerous
- entrance step to bathroom is a tripping hazard
- no shower mat – slipping hazard
- bathroom basin height is high – awkward for shorter people
Excellent customer service - fans provided within hours after contacting the manager."
63ddb99c01a8732909349612,8181144327,NOT SPECIFIED,84351353,1675475381145,04/02/2023 01:49:16 CST,spacious 5 bedroom solterra home with movie theater loft and games room!,en_ca,83,disappointed,I was absolutely disgusted with the cockroaches in the kitchen.,HR_REVIEWTEXT,"I was very disappointed with our stay. When we arrived our door code did not work. We contacted the company and were given a new code. I was absolutely disgusted with the cockroaches in the kitchen. Called company right away
And pest control didn't come until a few days into our stay. Even after they came, we still had the pest issue. The overall cleanliness of this house was poor. The hot tub was dirty and drained and therfore not in working condition. This was misleading as it was shown in working condition in the photos. Also the second day we had no hot water. Someone did come fix that issue that day thankfully. Very very disappointed"
63cdd0f001441d65effe827d,8176197537,NOT SPECIFIED,59948473,1674432761615,23/01/2023 00:12:31 CST,"next to disney!1  lovely unit, outdoor pool, tennis and parking.",en_us,83,i do not recommend it !!!,"This experience is a total immeasurable disappointment, after 6 hours of travel with my family finally we arrived at the hotel at 8pm and the welcome was to sell me a vacation plan known as ""Time share"" then when we enter to the room I find out 6 cockroaches walking on the walls, plus a wall broken full of mold, in the morning I found that the spa does not work and without water, to all this as if it were not enough the front desk staff had no answer to my claim, in short a total disappointment.",HR_REVIEWTEXT,"This experience is a total immeasurable disappointment, after 6 hours of travel with my family finally we arrived at the hotel at 8pm and the welcome was to sell me a vacation plan known as ""Time share""  then when we enter to the room I find out 6 cockroaches  walking on the walls, plus a wall broken full of mold, in the morning I found that the spa does not work and without water, to all this as if it were not enough the front desk staff had no answer to my claim, in short a total disappointment.We stayed at the south tower room 151. From Friday 01/20/2023 through Sunday 01/22/2023"
63d953ca02b3967ce30c7d30,8179867138,NOT SPECIFIED,31389788,1675187250410,31/01/2023 17:45:46 CST,luxury lakefront villa in gated community,en_us,83,not a good trip,However we had to vacate the property due to an infestation of German cockroaches which the insect control company advised would take several weeks to treat.,HR_REVIEWTEXT,"On the positive side, the owners were very nice. However we had to vacate the property due to an infestation of German cockroaches which the insect control company advised would take several weeks to treat. The owners refunded part of our payment but we lost a sizable portion of our rental payment and Vrbo fee."
63d82f74b77a977553c3977e,8179549566,NOT SPECIFIED,70315597,1675112317878,30/01/2023 20:58:28 CST,resort facilities / close to parks / private pool / stunning living space,en_us,83,not on bay lake,"However, we found roaches in the kitchen and candy wrappers in the master bedroom.",HR_REVIEWTEXT,"Location of the house is not Bay Lake. When you look at the house on the map of the listing it appears to be a lot closer to the parks that it actually is. The house was excellent size. Had all the amenities we were looking for. However, we found roaches in the kitchen and candy wrappers in the master bedroom. The pool was not very clean."
63db7f7a55607f161c041dfb,8180504569,NOT SPECIFIED,31343545,1675329413029,02/02/2023 09:16:41 CST,ledge point serenity,en_au,83,dirty,Had cockroaches everywhere,HR_REVIEWTEXT,Property was extremely dirty. Had cockroaches everywhere
63d183692a783350a2c2390b,8177442809,NOT SPECIFIED,33005715,1674675058848,25/01/2023 19:30:48 CST,villa il moure | luxurious sunsets,en_us,83,"nightmare vacation, worse airbnb - roach infested, unsafe and dirty","I told him that they had left a roach spray on the kitchen counter and it was empty , he never cared enough to send another or address the infestation of roaches.",HR_REVIEWTEXT,"I have been to this location before and loved Puerta Del Mar In Aguadilla. I decided to travel with my 7yr old to bring in the new year with my family who reside in PR. 1- a three hour delay check in. 2- it was not clean (dirty microwave with rice crumbs, windows dirty, patio dirty, dust accumulation on bedroom furniture, floors dirty throughout especially in bedroom and bathrooms) roach infested , unsafe electrical outlet was unable to turn air conditioner on in bedroom for 24 hrs until it was repaired it was sparking. The television was unable to be heard unless you were sitting directly in front of it, if you hit the remote to turn off a bedroom light or ceiling fan it would also activate the same in the other bedroom . The owner/ manager was contacted since the first day of arrival and each day afterwards . I told him that they had left a roach spray on the kitchen counter and it was empty , he never cared enough to send another or address the infestation of roaches. My 7 yr old was upset each day afraid to enter the kitchen because of the roaches. I have video and photos of my complaint and expressed my disappointment to VBRO and the owner. I submitted 36 attachments it was a total of (17) complaints to VBRO of my evidence photos , videos and the texts between the owner and myself . I am still waiting on a response. The date of incident 12-28-22 thru 1-3-23. This place was a true nightmare, I was embarrassed to even have my family over, my daughter was traumatized. THIS IS NOT THE OASIS AS DEPICTED AND DEFINITELY NOT A PLACE FOR CHILDREN."
