"Topic = ""H&S VRBO Model - REF"">>Topic = ""Electrical - Power Outage"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Electrical - Power Outage
Sentiment Filter: All sentences
Matched: 98 sentences
"Electrical - Power Outage Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Electrical - Power Outage""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Electrical - Power Outage""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e8409642e6ab0cb2053e4e,8183285900,NOT SPECIFIED,76542025,1676165292008,12/02/2023 01:27:50 CST,home sweet home 2,en_us,83,a great place to stay!,"We had a couple of minor issues with power outage, no water",HR_REVIEWTEXT,"The condo was nice and big and spacious for my wife and I. We had a couple of minor issues with power outage, no water, but Michael was there to assist us & was extremely helpful and accommodating! The condo was a great place to stay and look forward to returning on my next trip! Five stars!"
63d710ed68cd783f631678c3,8179264383,NOT SPECIFIED,21865033,1675038997658,30/01/2023 00:35:56 CST,rock squirrel: cute and cozy one bedroom in the upper canyon!!,en_us,83,cozy beautiful cabin!,"Our power went out, and as soon as I text the owner they were over in minutes to fix the problem!",HR_REVIEWTEXT,"My stay was amazing, it was a romantic getaway! 
The owners of cabin are always in touch, they are there if you need anything! Check in process was very easy! 
Our power went out, and as soon as I text the owner they were over in minutes to fix the problem! 
Bed was so comfortable, living room was relaxing, amenities were great! 
Gas stove, and bbq grill were great! 
I would definitely come back!"
63da7c93f1affe3a932b0922,8180205134,NOT SPECIFIED,40192698,1675263159824,01/02/2023 14:52:02 CST,live a unique and authentic experience,fr_fr,83,parfait,"Et Isabelle et Sylvain sont de super hôtes avec qui il est facile et agréable de communiquer, ils nous ont très bien accueilli à notre arrivée, nous ont donné de bons conseils pour notre séjour et ont été réactifs pour nous preter une lampe lors d' une coupure d' électricité !",HR_REVIEWTEXT,"La villa Kas ti Punch est un petit coin de paradis ! La terrasse ouverte avec vue sur la forêt est très agréable, l'emplacement est au calme et bien situé pour rayonner un peu partout en Guadeloupe avec une voiture. La maison est parfaitement propre avec tout ce qu'il faut pour cuisiner, des lits très confortables, et du matériel pour bébé qui a été très apprécié (lit avec moustiquaire, chaise haute, baignoire et même des jouets pour la plage et pour la maison). Et Isabelle et Sylvain sont de super hôtes avec qui il est facile et agréable de communiquer, ils nous ont très bien accueilli à notre arrivée, nous ont donné de bons conseils pour notre séjour et ont été réactifs pour nous preter une lampe lors d'une coupure d'électricité ! Nous sommes restés 10 jours et avons passé de superbes vacances en famille, merci encore pour votre accueil !"
63e398b2a698e84f336097e3,8183033477,NOT SPECIFIED,33293507,1675860157034,08/02/2023 12:42:26 CST,"sapphire's best bungalow, four bedrooms, private elevator, sleeps up to 10",en_us,83,cousin’s trip,Since it was 11:00 pm we had to call first thing in the morning and we learned they had a power outage the day before and needed to reset all units.,HR_REVIEWTEXT,"Loved the location and property. Loved the view from the second floor and the hot tub was a hit with our group. 

On our first night it was below 58 degrees inside the condo and we couldn’t get the heat to work. We tried everything to make it turn on, we looked for instructions on how to set it, but could not find any or get it to work. Since it was 11:00 pm we had to call first thing in the morning and we learned they had a power outage the day before and needed to reset all units. They came over right away and took care of it.

I would have loved seeing the beautiful view from the master, but the electronic blinds did not go up. When I asked the maintenance man (who was there fixing our heat) about it he said they were waiting on a part to fix them. That was a huge disappointment considering what we paid for the view. 

Overall, the communication was excellent from the property management and we loved the bungalow! Looking forward to a return trip!"
63e80497cf1b7f3f52738259,8183271893,NOT SPECIFIED,74844998,1676149924117,11/02/2023 21:11:51 CST,bright/cozy 2/1 apt w/ view | san diego,en_us,83,it was ok,We experience a power outage when using the microwave twice (both first and second day).,HR_REVIEWTEXT,the apartment is small especially the bathroom. We experience a power outage when using the microwave twice (both first and second day). We can hardly find the main switch. It was too loud outside during our first night and we can hardly sleep.
63dc1b40b8e6a46e0d42d0e5,8180693059,NOT SPECIFIED,68584250,1675369290075,02/02/2023 20:21:19 CST,sonder at south congress | two-bedroom apartment w/ balcony,en_us,83,power issues,Lost power for 16 plus hours.,HR_REVIEWTEXT,"Lost power for 16 plus hours. Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it’s a city power issue when 85% of the complex had power. We went to the community area and stayed for 5 hours and the full time residents there were getting different updates as it was a building by building property issue. I don’t appreciate dishonesty. No heat, lights, or hot water for a very long time. Horrible experience."
63dc1b40b8e6a46e0d42d0e5,8180693060,NOT SPECIFIED,68584250,1675369290075,02/02/2023 20:21:19 CST,sonder at south congress | two-bedroom apartment w/ balcony,en_us,83,power issues,Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it is a city power issue when 85% of the complex had power.,HR_REVIEWTEXT,"Lost power for 16 plus hours. Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it’s a city power issue when 85% of the complex had power. We went to the community area and stayed for 5 hours and the full time residents there were getting different updates as it was a building by building property issue. I don’t appreciate dishonesty. No heat, lights, or hot water for a very long time. Horrible experience."
63de18b1965c2f51d0aa2c20,8181259379,NOT SPECIFIED,22234680,1675499721315,04/02/2023 08:34:57 CST,"3759 pacific grove retreat ~ walk to aquarium, cannery row and downtown!",en_us,83,winter near monterey bay,Good provisions for power outages.,HR_REVIEWTEXT,"Mid-century modern home with well-chosen furnishings. Spacious living areas and kitchen with facilities for entertaining. Library, piano, guitar, games, and internet provided activities for rainy days. Private front courtyard, and deck with BBQ. Laundry in basement through garage. 
Good provisions for power outages. Good supply of linens, towels, and basic provisions. Only negative: King size mattress needs replacing."
63e7eeca6e480c5f38ab6edb,8183266015,NOT SPECIFIED,36859101,1676144362388,11/02/2023 19:38:50 CST,heart of the arts district rva new king suite near vcu mcv quirk hotel,en_us,83,another great stay in richmond’s art district,I understand we all are human and things slip our minds but again the disappointment was that Mr. Szafranski replied in the Vrbo app 13 hours later and just said we understand the power went out but thankfully it came back on in a few hours.,HR_REVIEWTEXT,"This was my third time staying in one of Mr. Szafranski’s units and the unit was just as great as the other two. Great and clean space, super comfy bed and great set up to work and relax. Walkable neighborhood close to VCU and restaurants/coffee shops. I enjoyed the space and neighborhood. I hope Mr. Szafranski appreciates returning customers like myself, although I couldn’t tell from his very canned and bland communications. I can live with that though because the space was as pictured and promised. But it would be nice to feel your returning business is appreciated! There was also another communication issue I was very disappointed with and still am (the power was out for a few hours one day; I wasn’t informed in advance although they were aware it would be out). My main disappointment was that I received a response about the issue 13 hours after I sent a message and it didn’t include any note of acknowledgment of my inconvenience. Even though the issue was out Mr. Szafranski’s control, a simple sorry for your inconvenience goes along with customer interactions. I did get in contact with his assistant during the power outage and he said he meant to tell me when I checked in the day prior. I understand we all are human and things slip our minds but again the disappointment was that Mr. Szafranski replied in the Vrbo app 13 hours later and just said we understand the power went out but thankfully it came back on in a few hours. Yes thankfully indeed and luckily I didn’t need to work early that day but Heaven help me if I had a ventilator or respirator that needed electricity. Again, just a simple “although this was out of our control, we are sorry for the inconvenience” would have went a long way. Put a bad taste in my mouth but I still rate them high (they emphasize that anything less than a 5 star rating “hurts” them) because the unit was so comfortable and served my purposes. Don’t know if I will stay again because I am not sure my business is appreciated but for other travelers considering Mr. Szafranski’s units, they are as pictured/described and are quite comfortable."
63e7eeca6e480c5f38ab6edb,8183266013,NOT SPECIFIED,36859101,1676144362388,11/02/2023 19:38:50 CST,heart of the arts district rva new king suite near vcu mcv quirk hotel,en_us,83,another great stay in richmond’s art district,I did get in contact with his assistant during the power outage,HR_REVIEWTEXT,"This was my third time staying in one of Mr. Szafranski’s units and the unit was just as great as the other two. Great and clean space, super comfy bed and great set up to work and relax. Walkable neighborhood close to VCU and restaurants/coffee shops. I enjoyed the space and neighborhood. I hope Mr. Szafranski appreciates returning customers like myself, although I couldn’t tell from his very canned and bland communications. I can live with that though because the space was as pictured and promised. But it would be nice to feel your returning business is appreciated! There was also another communication issue I was very disappointed with and still am (the power was out for a few hours one day; I wasn’t informed in advance although they were aware it would be out). My main disappointment was that I received a response about the issue 13 hours after I sent a message and it didn’t include any note of acknowledgment of my inconvenience. Even though the issue was out Mr. Szafranski’s control, a simple sorry for your inconvenience goes along with customer interactions. I did get in contact with his assistant during the power outage and he said he meant to tell me when I checked in the day prior. I understand we all are human and things slip our minds but again the disappointment was that Mr. Szafranski replied in the Vrbo app 13 hours later and just said we understand the power went out but thankfully it came back on in a few hours. Yes thankfully indeed and luckily I didn’t need to work early that day but Heaven help me if I had a ventilator or respirator that needed electricity. Again, just a simple “although this was out of our control, we are sorry for the inconvenience” would have went a long way. Put a bad taste in my mouth but I still rate them high (they emphasize that anything less than a 5 star rating “hurts” them) because the unit was so comfortable and served my purposes. Don’t know if I will stay again because I am not sure my business is appreciated but for other travelers considering Mr. Szafranski’s units, they are as pictured/described and are quite comfortable."
63e678e2748e7636bb6f5f7e,8183187388,NOT SPECIFIED,87049453,1676048625334,10/02/2023 17:03:24 CST,amazing villa el sueno 2,en_us,83,concrete jail,have the stove fixed and the electricity went out,HR_REVIEWTEXT,"It was located on a steep, poorly paved street. It is definitely not a place that is for people with mobility problems. 
We arrived at 7 PM. There was no one is greet us. I text the host and he informed me that he text the lock box number. I never received the number. The agreement was that someone was to meet us if it was before 9 PM. I was frustrated with the whole process. The host finally arrived to open the key box after my husband and I tried to open the box that had very small numbers & was located in a dark corner. 
The property was a dark, concrete affair with uncomfortable furniture. It had a good bed, shower head, and laundry. The kitchen was marginal. 
We had two requests from the host. We asked for a spare keys, have the stove fixed and the electricity went out. The only thing addressed was the electricity. 
Another item that would be appreciated is if they would provide drinking water. It was very inconvenient to haul water up a steep hill.
In short, we were very disappointed with host and property. We ended up renting anther place for 2 night of our 7 day stay."
63e6c6dec09bcc55a1e904cd,8183206739,NOT SPECIFIED,33395696,1676068600931,10/02/2023 22:36:14 CST,now offering a stunning ocean view from a newly renovated balcony!!,en_us,83,the property management company is horrible to deal with,On our last night at around 5:15 our power went out.,HR_REVIEWTEXT,"We arrived Friday late afternoon.We notified Dunlop management at 10AM on Saturday morning that there was no hot water in 1 of the 2 showers. There was an issue with a plumber showing up who said that no one was there, but we were clearly there. A representative from Dunlop made it sound as if we would have to pay for them to come back out. At 11:30 we were told that someone would be out at noon. A plumber did not arrive until noon the NEXT DAY. On our last night at around 5:15 our power went out. At 5:55 we were told that we would have to move to another ""upgraded"" location. It was a hassle to pack up our perishable food that we were cooking for our farewell dinner that night let alone trying to find our things in the dark. The new location was not an upgrade. We did not have any Ocean view: it was 3 blocks from the water, nor could we hear the waves as we could at the other location. It only had 1 & 1/2 baths, so we were back to one shower for 3 women. We ended up not being able to eat our dinner until 11PM that night. I sent a text to Dunlop stating that we were dissatisfied and why at 6:52PM and was told by text that the ""Office Manager will call you first thing in the morning"". She did not call until 12. She was very defensive and rude from the beginning of the conversation: even questioning the ocean view since it was “dark”. She was constantly interrupting us when we were trying to explain why were dissatisfied. I have rented 100’s of properties all over the world."
63e265f916e30e170cc7cf30,8182637048,NOT SPECIFIED,87671133,1675781681111,07/02/2023 14:53:45 CST,*new* charming memphis bungalow near cooper young,es_mx,83,problem with electricity,"Everything was fine, except that there was no electricity in some areas.",HR_REVIEWTEXT,"Everything was fine, except that there was no electricity in some areas. I contacted the owner a few times and he never came to fix the problem"
63e13423c0acd86aa701d838,8182269439,NOT SPECIFIED,60284205,1675704908496,06/02/2023 17:08:51 CST,apartment facing the sea with beach view,fr_ca,83,bon séjour,Les problèmes réguliers de manque d' eau et les pannes d' électricité fréquentes ont rendu le séjour moins agréable.,HR_REVIEWTEXT,"Appartement très confortable, ventilé et lumineux. Pas vraiment de vue sur la plage. Celle-ci était d’ailleurs envahie par les sargasses!
Les problèmes réguliers de manque d’eau et les pannes d’électricité fréquentes ont rendu le séjour moins agréable. Aussi, un lave-vaisselle aurait été un plus.
Merci à Anne-Sophie pour sa disponibilité.
Luc et Francine"
63e2c8472ec44d782d6962d4,8182758214,NOT SPECIFIED,84871775,1675806801552,07/02/2023 21:53:11 CST,luxurious true ski on/off five bedroom townhouse @ seasons on mount snow,en_us,83,phenomenal home and amazing hosts!,"One snowstorm later (great for skiing, less-so for our housing), our original home was without electricity, running water, or heat.",HR_REVIEWTEXT,"What can I say about Mike & April and their beautiful West Dover/Mount Snow accommodations, except absolutely, unequivocally fabulous. They are kind, generous, and communicative, and their home is perfect--clean, tidy, organized, well-suited for families, great local facilities, and close to the mountain (ski-on/off).

Why am I so glowing in my review? Well, we had a snafu in our original plans. Two families (4 adults and 6 young children) checked into a different house. One snowstorm later (great for skiing, less-so for our housing), our original home was without electricity, running water, or heat. The management company promised us we'd ""be taken care of"", but by 6 PM the power wasn’t on and the management company abdicated their responsibility--we were stuck and left homeless.

After a quick Vrbo search, we came upon Mike & April's abode. They quickly responded and lent a hand, made their home available that same night, and immediately got the house cleaned/prepped. Within hours, our travel group was nestled into Mike & April's warm, welcoming home.

The rest of our stay was blessedly uneventful with 4 comfortable nights at Mike & April's. It fit our 2 families easily, was well-maintained, and truly made our vacation! Throughout our time, Mike & April were available for anything we may have needed and made us feel welcome and at home.

All-in-all, I cannot recommend them more. Thank you Mike & April for saving our vacation and making it even better!!"
63daed77c6f4cb1828e22571,8180350635,NOT SPECIFIED,35164553,1675292058587,01/02/2023 22:53:43 CST,just tee'd up: beautiful river strand town home with amazing golf course views,en_ca,83,be aware!,However the biggest issue was that the power went out one day.,HR_REVIEWTEXT,"We love River Strand and this unit is in a good location. However, be aware that this is a typical rental unit, with basic amenities, most of which were in working order. The carpets and lanai furniture require cleaning. A lot of the cookware is warped, so less efficient on the glass cooktop.
However the biggest issue was that the power went out one day. It took 5 hours of calling the property manager to figure out that the owner hadn't paid the electric bill of $233 and 2 more hours before the power was restored. Who does that to their tenant?
The price is also a bit steep, compared to the prices quoted by other renters.
So be aware of these issues before you book."
63e1689c294d1540be5d84e4,8182336031,NOT SPECIFIED,33546310,1675716775523,06/02/2023 20:52:44 CST,the perfect vermont real log cabin house.,en_us,83,do not rent from this owner,Day of check in we were told property lost power.,HR_REVIEWTEXT,"We booked this property for Christmas vaca. Day of check in we were told property lost power. We never got to stay at the property. The owner is refusing to refund our money when it was 100% his fault that we were unable to stay. We rented a nearby hotel for one night and then drove home. After many calls with owner and Vrbo , Vrbo told owner to refund us and Dino ( owner ) is still refusing. It’s so upsetting we are not a wealthy family, we just needed a Christmas away from home this year. My brother passed away and this was our 1st Christmas without him. We just want our money back so we can go on a family vacation. 
Please just refund us our money."
63daa973fd489c389de24a5e,8180264650,NOT SPECIFIED,32817422,1675274631538,01/02/2023 18:01:36 CST,escape to beach paradise & light house -the best for families & great for events,en_us,83,atlantic sand,We had a power outage which was taken care quickly and the generator worked quickly.,HR_REVIEWTEXT,"The place was awesome! It accommodated all of us and we had laundry facility on both floors. We had a power outage which was taken care quickly and the generator worked quickly. My guests were very pleased with location, we were celebrating our 50th Anniversary."
63dc168dbc6fce68acd9e61d,8180690943,NOT SPECIFIED,33957700,1675368101820,02/02/2023 20:01:16 CST,tiny home on snowshoe creek & little wood lake (rv parking with power),en_us,83,a great getaway!,"The owner experienced a power outage at his residence during my stay and emailed and called with information, ways to stay warm and more.",HR_REVIEWTEXT,"I stayed with my two dogs in January 2023. I loved the hot tub, we all enjoyed exploring the trails and creek on the property. Peaceful and beautiful! The owner experienced a power outage at his residence during my stay and emailed and called with information, ways to stay warm and more. Luckily, either we weren’t effected or slept right through it, but he was very prompt with all the necessary info had I needed it! Hope to be back!"
63d8bc9d264a3238f92198da,8179704315,NOT SPECIFIED,73004148,1675148488501,31/01/2023 07:00:45 CST,pet friendly! short walk to beach next to pier park,en_us,83,nice rental!,We lost power because the owner forgot to pay the bill but they fixed it right away for us and had our electricity back on in no time.,HR_REVIEWTEXT,"Perfect location close to anything we needed and short walk to the beach. Pools were great. Lots to do here to keep the kids busy. We lost power because the owner forgot to pay the bill but they fixed it right away for us and had our electricity back on in no time. Kitchen looks way bigger in pictures than it really is but other than that, everything was great."
63d6dc892bd5f26f10adfd62,8179194060,NOT SPECIFIED,75211737,1675025555650,29/01/2023 20:52:25 CST,pleasant house close to the beach and a shopping center<br>,fr_fr,83,globalement bon séjour avec un bémol,Dommage que le gaz ne fonctionne pas car le soir il y a des coupures d' électricité.,HR_REVIEWTEXT,Jolie petite maison en RDC avec une petite cour. La maison est bien rénovée et bien située. Elle est à 5 mn du carrefour market et 10 mn à pieds du port. Le quartier est assez calme et l’on se gare dans la rue devant la maison. Par contre pas de pression d’eau et pas d’eau chaude exepté un peu le soir. Attention sur l’annonce il est indiqué 2 toilettes mais un seul fonctionne et il est dans la salle de bain. L’autre est condamné. Nous avions choisi cette location pour avoir deux toilettes et avons donc été très déçus à l’arrivée. La plaque de cuisson comporte 2 feux gaz et 2 électrique. Dommage que le gaz ne fonctionne pas car le soir il y a des coupures d’électricité. J’espère que la propriétaire va résoudre le problème de toilette ou modifier la description de son logement.
63d812f9dbea356aa3c39357,8179512810,NOT SPECIFIED,69664636,1675105114500,30/01/2023 18:56:57 CST,"ocean view house | short walk to tide pool, hot tub & pet friendly",en_us,83,disappointed,We had the temps in the house drop to 41 degrees during the night due to the power outage,HR_REVIEWTEXT,"The house was as described.
For those booking with Vrbo in Sea Ranch, make sure your property management is VACASA not Grand Welcome.
We had the temps in the house drop to 41 degrees during the night due to the power outage and Grand Welcome was completely incommunicado. We placed 14 phone calls to them during our entire stay (Jan 3-Jan 7) and visited their office in Gualala, where the lights were on but the doors were locked.
They finally responded on Jan 19 to inform us that if we had any issues, they would have had to receive notice within 24 hours after leaving the premise.
Bad business. SMH"
