"Topic = ""H&S VRBO Model - REF"">>Topic = ""Window"""
Date exported: 06/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 22/01/23 to 06/02/23
Date filter: 23/01/2023 - 06/02/2023
Topic path: H&S VRBO Model - REF-->Window
Sentiment Filter: All sentences
Matched: 46 sentences
"Window Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Window""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Window""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63d966bd1ccb8e790758c4bf,8179887949,NOT SPECIFIED,32060206,1675192026585,31/01/2023 19:06:37 CST,golden lake:  free pool heat** 24/7 support during your stay,en_us,83,false advertising,Lots of issues including listing like shows picture in ad of lake and no highway in backyard plus two bathrooms were broken could not use at all upstairs windows do not have screens or bars kids could have fallen out outlet covers broken remotes did not work one room had stolen furniture,HR_REVIEWTEXT,Lots of issues including listing like shows picture in ad of lake and no highway in backyard plus two bathrooms were broken couldn’t use at all upstairs windows don’t have screens or bars kids could’ve fallen out outlet covers broken remotes didn’t work one room had stolen furniture
63d5de21dbea356aa33e4846,8178812225,NOT SPECIFIED,75719940,1674960427649,29/01/2023 02:46:57 CST,new listing! 3 bd in the heart of mission beach,en_us,83,not ready for prime time,"All the windows on the main floor need to be replaced, the seals have broken and it is hard to see out the windows.",HR_REVIEWTEXT,"This property has 3 bedrooms and beds for 8 people, but there is no way 8 people can stay here. There is seating for 4 adults and not very comfortable to watch a movie or read. All the windows on the main floor need to be replaced, the seals have broken and it is hard to see out the windows.
The location is good and convenient, but the property itself needs work and better linens, towels, and the beds are okay but not great."
63d47d58e824652c47158440,8178424199,NOT SPECIFIED,54072684,1674870114814,28/01/2023 01:41:44 CST,in the heart of saint  germain des pres - elegant mabillon 1br,en_us,83,great location,"Window coverings are broken, sloppy or nonexistent.",HR_REVIEWTEXT,"Great location in St. Germain area with wonderful restaurants within minutes as well as a beautiful modern food market within steps of the apartment. Although the photos of the apartment are representative of its contents everything is very worn out and dirty. Window coverings are broken, sloppy or nonexistent. Noise at night to early morning from bars/clubs right below front windows gave us many sleepless nights. TV was not working first three days, Paul sent someone to fix the situation. Although communication with Paul was good, he cannot control the nightly noise. If you’re young and like the club scene this apartment is for you!!"
63ded6fbed518c4bd3c10df9,8181489215,NOT SPECIFIED,34519749,1675548454423,04/02/2023 22:06:51 CST,unique vintage 1880’s “garden cottage” in mendocino village,en_us,83,bit of repairs needed,"Chilly in January, 1 bedroom window broken, and windows do not seal at lower edge;",HR_REVIEWTEXT,"Chilly in January, 1 bedroom window broken, and windows don’t seal at lower edge; moldy shower. Need to crawl in loft beds. Fireplace not working. Nightlight not working. No curtain on shower window."
63d44a3d53e51530c5600e80,8178354231,NOT SPECIFIED,42538581,1674857040071,27/01/2023 22:03:40 CST,1-day sale: 30% off. book on jan 30th 2023. stay thru 1/31/24 holidays included!,en_us,83,disappointed,"arrival, a large window in the main living space was broken- really broken - like glass on the floor still broken.",HR_REVIEWTEXT,"Upon glass on the floor broken. arrival, a large window in the main living space was broken- really broken - like glass on the floor still broken. It was obvious someone had been out to slap a piece of plywood on it but there was a considerable draft , glass on the floor and in the crevices of the fireplace and NO dustpan to be found for clean up. It was snowing and about 18 degrees. I immediately started calling the management company but after remaining on hold for 20 minutes which was enough time to hear the timbertop jingle enough times to memorize it! I went and bought a dust pan at the local store , placed some plastic wrap over the window and shoved a chair against it to help with the draft since we had babies and small children arriving. . I tried to contact the property manager by email and was unable to contact anyone that way either. One of the King size beds was actually a double. The refrigerator looked like someone tool a shot gun to it, The lampshade in the living room was shredded. The 4 ammenities -hot tub,- (smelled funky) pool(slimy bottom), pool table (no tips on sticks- no chalk) and theater room(would not connect to surround sound) all had issues. We were missing an entire shower curtain in one of the bathrooms, the dryer didn't dry(heating element?) and a towel rack promptly fell off the wall when a towel was applied. I was able to contact the company the second night of our stay and they sent someone out the 3rd night. We did not get into the pool until the 3rd night after he had been and gone so I didn't report it until checkout. I asked to be called by a manager who did call 2 days later and was very apologetic. After hearing the issues they offered less than 10% discount for our trouble. This was not the luxury cabin experience our family Christmas celebration was expecting ."
63d291d36405524d811b2e4f,8177730131,NOT SPECIFIED,84086786,1674744370026,26/01/2023 14:44:35 CST,paradise mountain premium cabins,en_us,83,could be a great house,There was a broken window that never got fixed while we were there.,HR_REVIEWTEXT,"The house overall was good with pool for the kids. The House needs some serious work done to it and it would be a great house. There was a broken window that never got fixed while we were there. plus, a ladder and filters just laying on the floor. The Filters were way overdue for a change. For a 400 hundred cleaning fee. I feel like the owner maybe getting ripped off . but none the less we had a good time with family celebrating out mother 80th birthday."
63cde0524168583c3b6ab3ef,8176212570,NOT SPECIFIED,21717807,1674436700698,23/01/2023 01:18:10 CST,poipu sands stunning ocean and pool view *poipu sands 133*,en_us,83,"good location, but there are better units.","Rusted/broken window levers, broken screen, shower curtain.",HR_REVIEWTEXT,"Top floor unit is good, but it's adjacent to Pee Road, so you hear work vehicles. Unit is in pretty bad state of repair. Rusted/broken window levers, broken screen, shower curtain. Floor water sensor went off while we were at a restaurant (which we're sure the neighbors loved) and had to get Prop Mgr via phone to walk through how to deactivate it. Several lights were not working (one hanging from its cable). Microwave was non-functional when we arrived, but they brought another that was placed on the countertop. TVs are small, antiquated, and difficult to operate. 1 room doorknob was broken."
63ceb219b07e3a6dffcb3ce5,8176478580,NOT SPECIFIED,77989805,1674490532943,23/01/2023 16:13:12 CST,"arabian nights: pool, spa, fire pit, foosball, bean bag game!",en_us,83,some issues,"Aside from all of the minor issues and headaches above, the lovely touch of kitchen utensils and broken broom handles wedged into the windows for security because the locks are broken was special.",HR_REVIEWTEXT,"While Arabian Nights was conveniently located for us, the experience was one we’d like to not repeat. We were excited to check in and enjoy the hot tub and pool right away as we had been traveling all day and my family was looking forward to relaxing. Unfortunately when we arrived at 5 PM, the pool crew was waiting to repair a broken heater, it wasn’t ready for a few more hours and it was still cold. There are no instructions on how to control the hot tub/pool heat so I called Vacay Stay to get a tutorial and was informed that there are restrictions on the temperature settings unless we wanted to pay extra (they did offer a late checkout for the inconvenience though). Considering it was in the 40s and 50s while we were there, the swimming pool was too cold at 78° to utilize. In addition to the pool/hot tub issues the top rack of the dishwasher didn’t work so after another call a crew was sent to remove it, not fix or replace it. As a family of five, we ran out of dishes each day because we couldn’t wash them all in the now half capacity dishwasher. On top of that, there were only five forks in the entire house, which made for another headache, having to hand wash dishes after every meal (certainly a favorite vacation activity). We called Vacay Stay again and they did bring additional forks. 

There’s no local television programming available at the home so unless you have your own streaming services don’t expect to watch any tv. After a long exhausting day we were ready to call it a night, and what a long uncomfortable night it was!! The master bedroom has a king size bed with little to no support in the middle and we found ourselves rolling into a king sized hole all night long! This made for a miserable night sleep with stiff backs the next day (which fyi, a cold hot tub doesn’t really help). We again called Vacay Stay who told us that there is nothing wrong with the bed, it’s just a soft mattress. 

Aside from all of the minor issues and headaches above, the lovely touch of kitchen utensils and broken broom handles wedged into the windows for security because the locks are broken was special. The neighbors dog that didn’t stop barking for four days straight was just the added touch every guest is looking for! 

Oh, did I mention the freight train washing machine? Make sure to do the laundry while you’re out and about, it has a slight rumble that could easily be mistaken for San Andreas fault activity."
63d1af70e838e53f92394fc0,8177489190,NOT SPECIFIED,78208802,1674686367912,25/01/2023 22:38:38 CST,★ski on/ski off@camelback mtn★smarthome★petfriendly,en_us,83,good stay,"There were no major problems with the service just a lot of little things with the property (broken chair, broken cabinet door, stained carpet, upstairs draft where the window unit sits, etc.)",HR_REVIEWTEXT,"The property is nothing special. It is as advertised but could use a lot of updating. The temperature was difficult to control. The basement would get warm but the second and third floors were always a bit cold with the heat cranked all the way up. Matt was very helpful and the property is right up the hill from the ski resort. The slope was not fully open and the run that had the ski on/off accessibility was closed. That was not communicated to us beforehand so make sure to double check if you are wanting that option. The public pool is a bit of a walk, my wife actually drove down when she brought our children to swim. Also no one under 15 is allowed in the hot tub. There were no major problems with the service just a lot of little things with the property (broken chair, broken cabinet door, stained carpet, upstairs draft where the window unit sits, etc.) I would say it was not the greatest but certainly not the worst place we have ever stayed."
63dec9a925e58f7f9695c99d,8181472860,NOT SPECIFIED,88814150,1675545040717,04/02/2023 21:10:01 CST,"oceanfront dog-friendly home with private beach access, amazing views, deck",en_us,83,"good location, needs to resolve some safety issues","upper window in dining area came crashing down when unlocked, safety hazard;",HR_REVIEWTEXT,"5 bedrooms, only 2 had tvs, neither worked, one working tv in whole house; light at outside stairway did not work, had to walk down steps in dark, safety hazard; outlet behind bed missing electrical cover, safety hazard; upper window in dining area came crashing down when unlocked, safety hazard; upstairs bedroom exterior door would not open, no egress from bedroom, safety hazard."
63cdb92302bcf840c96912cd,8176161889,NOT SPECIFIED,78430219,1674426669282,22/01/2023 22:30:59 CST,flamingo house in tahquitz river estates | saltwater pool & mountain views,en_us,83,disappointing - items not working and not as advertised,"Those rooms are only useable when the windows are open, which is cold and a safety hazard since they are at ground level.",HR_REVIEWTEXT,"A friend and I stayed at this property for five days for MLK weekend in Jan 2023. We had some sun, some rain and cooler temps. We looked forward to sitting outside in the back and inside to talk and write. We were visiting another friend in our Writers' Group. We were disappointed the owners haven't kept the property up to date and many things are deteriorating. We were disappointed with Vacasa, as property managers for not doing simple repairs like attaching door knobs and keeping lights working. There were post-its noting what wasn't working! We sent this list to Vacasa of the problems:
1) The main bathroom and bedroom (by pool) smell like rotten sewage and mold. We are allergic to mold and had allergies during our stay. Those rooms are only useable when the windows are open, which is cold and a safety hazard since they are at ground level. 
2) Driveway gate entry keypad doesn’t work. Vacasa knew, but gave us a code at in person check-in and let us try. When I called Vacasa back I learned it didn't work (?!)
2B) Driveway gate entry key fob in house only will open or close once. If we wanted to open, leave the driveway, and then close the gate, the gate would not close. Gate box does not respond to the key fob on any second request.
3) Issues around the house were simply noted on post-it notes around the house, as if that made the issues ok. 
4) The only outside door that works to the backyard (two others were locked down) had this post-it: “Door handle falls off.” Once in back, it’s difficult to get back in because the handle falls off (it only needs a set screw).
5) Important inside lights do not work. Some are noted on a post-it. The main kitchen light is out. So is laundry room/back hall light, which is the only light at night to the second bathroom. The exterior driveway/breezeway light, visible from the kitchen, laundry room and bathroom, is motion detect and strobes when on, which is distracting. 
6) The listing leads one to believe that guests will have two bedrooms with two fully working bathrooms, ""perfect for two couples.” However, one bathroom is across the house. The main bathroom’s “soaker tub” is a one-person wall tub with a note on it “tub is not operational”; its plumbing and tap are closed-off.
7) The bath's retro ""features"" are rotting and deteriorating. 

Overall, the house is not as advertised. Location is good, backyard and pool are nice, but can not carry this amount of issues. Repairs and updates are needed."
63d1306127773349e0df7aeb,8177345101,NOT SPECIFIED,88824292,1674655278748,25/01/2023 13:36:33 CST,mountainside retreat! great views! private.,en_us,83,beautiful cabin with a picturesque view on the mountains,"as we left another 6-10 more coming down, but we pulled up our chairs and watched the snow fall out the window",HR_REVIEWTEXT,"If you are looking for a quiet, cozy, relaxing place to go, this is where you want to be. Nestled up in the woods, well of the main roads, you'll find this little cabin. 
Inside, everything, i mean everything you need except food. The living room has a great view of the mountains in front of the cabin. Kitchen is well stocked with all utensils, dishes, pans etc that you could need. A spacious bathroom with laundry. And a king size bed, one of the most comfortable beds we've slept on. We are actually looking to replace ours with the one there it was so comfortable.
Outside is setup nice for warmer days. A sitting deck, patio with table and chairs, ambient lighting and a firepit all with a serene backdrop of the white mountains. When we arrived there was already 4-6 inches of snow and as we left another 6-10 more coming down, but we pulled up our chairs and watched the snow fall out the window.
The owner is fantastic. Very accommodating and communicates everything clear and simple. 
This is by far one of our best rental choices."
63d3a98440dea140f7cb825a,8178117271,NOT SPECIFIED,89631979,1674815905618,27/01/2023 10:37:56 CST,7br 3bath chalet modern home 5mins from hunter,en_us,83,false advertisement,Shades on windows we broken and did not lock.,HR_REVIEWTEXT,Don’t rent this place. House was not as pictured. Shades on windows we broken and did not lock. Sheets and comforters were dirty (went out and bought our own). Basement had about and inch of water and that’s where the washer and driver were located. Plumping made a weird sound that could be heard throughout the house. Furniture was rundown and broken. Neighborhood was rundown and was not in walking distance to the “town”. This place ruined what was supposed to be a celebration weekend and VRBO did nothing to help us. Will never rent from them again!
63d9c604014109619ffa4632,8179999436,NOT SPECIFIED,78386964,1675216399061,31/01/2023 05:14:29 CST,private hottub/shuttle-amazing slope views-dog friendly home steps 2 park w/-3 ensuites-decks-garage,en_us,83,"disjointed, not cozy. dirty!",The windows had large orange stickers on them saying that there were broken windows that needed replacing.,HR_REVIEWTEXT,"The fireplace didn’t work. The windows had large orange stickers on them saying that there were broken windows that needed replacing. Couldn’t open curtains to enjoy viewing the snow because there were large orange stickers in the center of them. Upon initial walk through, after 15 hour drive we noticed the first cups we grabbed to make a tea had spaghetti sauce on the rims. A spatula had cooked egg on it. 2 blue throw pillows placed on top of made bed had human fluid looking substance dried on them. I photographed these, the dents on the fridge and chewed corners on stairs so they wouldn’t be blamed on my pets or us. We were only 2 people and our 2 well behaved dogs. The house rental was so that our dogs could experience snowy walks for our probably only road trip to the mountains and snow. I wanted to let itripsteamboat know about the initial findings. They offered to take care of the pillows and dirty dishes but I told them “no worries” that I would put the pillows in a closet and probably not go upstairs, where the bed with the dirty pillows was. There was a record snowfall so we spent a lot of time indoors on the first of 2 full booked days. After a good night’s sleep and with fresh eyes we wanted to sit and watch the snow fall in front of the fireplace. The fireplace was broken. We pulled open the curtains to reveal large stickers warning that there was broken glass that needed to be replaced. Now we looked further around the house for places to relax as that was the option at this point. There was dirt in almost every corner, up the stairs etc. the chandelier above the cooktop in the island was coated in the layer of old dust on grease seen in dirty restaurants I’ve inspected . There was dripped food on the fronts of cabinets. There were no bath towels in the upstairs. I had called to ask how to check in as the email had gone to spam. This was the day prior to arrival. I asked if early check in was possible so I would leave the Colorado Springs hotel earlier if it was allowed. They said one hour early- no problem and 2 hours yes for an hourly fee.. Since it actually came to over five racks for the 3 nights (2 days) another few bucks for 2 hours earlier off the road and out of prior hotel was no problem to me. After spending the first whole day seeing how dirty the place was we decided to leave a day early. I texted that we were leaving but got no reply. 12 hours later we got a text asking if we were clear on how to check out. Argumentative"
