"Topic = ""H&S VRBO Model - REF"">>Topic = ""Accommodation"""
Date exported: 13/02/23
Exported by user: mclifford@expediagroup.com
Classification: H&S VRBO Model - REF
Report type: Topics Volume Report
Project: Expedia
Date range: from 29/01/23 to 12/02/23
Date filter: 30/01/2023 - 12/02/2023
Topic path: H&S VRBO Model - REF-->Accommodation
Sentiment Filter: All sentences
Matched: 52 sentences
"Accommodation Rule #1: [ LEVEL:SENTENCE TYPE:KEYWORD {_catRef:[model:""H&S VRBO Model - Dutch"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - English"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - French"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - German"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Italian"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Japanese"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Portuguese"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Portuguese (Brazil)"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Swedish"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Spanish"" path:""root"" node:""Accommodation""], _catRef:[model:""H&S VRBO Model - Danish"" path:""root"" node:""Accommodation""], }]"
"H&S VRBO Model - REF Rule #2: [ LEVEL:SENTENCE TYPE:KEYWORD {HR_TSPID:""83""}] [ LEVEL:SENTENCE TYPE:AND_KEYWORD {_language:dutch, _language:english, _language:french, _language:german, _language:italian, _language:japanese, _language:portuguese, _language:portuguese(brazil), _language:spanish, _language:swedish, _language:danish, _languagedetected:danish, _language:""greek (modern)""}]"
NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim
63e3074db107f907d7dc018d,8182833586,NOT SPECIFIED,59959215,1675822940710,08/02/2023 02:22:05 CST,beach place 511 3 br gulf front,en_us,83,outdated & musty,There was even some mold around the ceiling vents.,HR_REVIEWTEXT,"Pros:The location of this property was perfect. Right across the street from John’s Pass, and right on the beach. Pool was very nice and can’t beat the view. Washer and dryer on site was nice. Size of the unit was great and liked the layout. 

Cons: This particular unit needs a lot of attention in my opinion. Cabinet door knobs were sticky and grimy, baseboards were filthy, beds were super worn in and uncomfortable, showers had mold in the caulk, and the entire unit smelled of must. There was even some mold around the ceiling vents. The carpeting was stained and worn down. Cosmetically it was outdated…. Furniture was mismatched and didn’t fit the space well. 

One evening when I was getting into bed, I even noticed blood stains on the pillow (not on the pillow case, but on the pillow itself). To be clear, these did not come from me. When I went to swap it out for an extra that was in the closet, all of those were full of stains and what appeared to be mold. 

This unit “got the job done” in terms of a good location and a roof over our heads, but definitely did not meet my expectations of basic cleanliness. Won’t be staying again."
63e77e34cd2d52160335796e,8183233287,NOT SPECIFIED,33964498,1676115518456,11/02/2023 11:38:28 CST,chez bernatet cocooning & spa,fr_fr,83,super sejour,"1 semaine qui fait du bien, une belle maison, du soleil de la neige et pour finir la journée un jacuzzi.",HR_REVIEWTEXT,"1 semaine qui fait du bien, une belle maison, du soleil de la neige et pour finir la journée un jacuzzi.
Location tout confort, Bonne literie. Il y a tout se qu il faut. Des descentes de luge à proximité. 
Rien à redire sur l accueil et la gentillesse des propriétaires. 
Merci encore pour cette belle semaine"
63df8fa4fe5d5001bca92412,8181711378,NOT SPECIFIED,87797073,1675595703643,05/02/2023 11:14:43 CST,"apartment les arcs 1950, 3 bedrooms, 8 persons",fr_fr,83,evaluation,"Espace de rangement inexistants à l’ entrée (en fait verrouillé par le propriétaire) donc pas de place pour ranger casques, gants, bottes de neige,….",HR_REVIEWTEXT,"Appartement bien équipé mais interdiction d’utiliser le feu ouvert quand il fait froid!, ni le hamman…
TV au plafond dans une chambre impossible à relever ( telecommande manquante) donc on s’y cogne à chaque fois qu’on tourne autour du lit..
Espace de rangement inexistants à l’entrée (en fait verrouillé par le propriétaire) donc pas de place pour ranger casques, gants, bottes de neige,…. 
Appartement ok pour 6 mais pas pour 8 ( aucun espace de rangement pour les deux places cabines, et max 7 chaises autour de la table)
Tapis qqes peu poussiéreux"
63daa4599e492b33189d858c,8180248729,NOT SPECIFIED,44496424,1675273326602,01/02/2023 17:41:45 CST,"mountain view tahoe cabin, pet friendly with a hot tub , king bed",en_us,83,amazing house for a group of friends + dog friendly + great location!,One thing I would suggest is having the walk way to the door on the porch cleared of ice before check-in because it can be a little slippery when the ice freezes over.,HR_REVIEWTEXT,"Highly recommend this property if you have a close group of friends with pups looking for a great Tahoe weekend. So close to the casinos/restaurants and Heavenly ski resort. The communication was so easy and they always picked up whenever I needed anything. The backyard was great for the pups to play in the snow. 

One thing I'd suggest is having the walk way to the door on the porch cleared of ice before check-in because it can be a little slippery when the ice freezes over. Overall, great stay!"
63da1cbd84590f4157a44a0a,8180087922,NOT SPECIFIED,88674132,1675238605717,01/02/2023 08:03:09 CST,new and cozy apartment in the heart of the resort ideal for a family,fr_fr,83,très bel appartement moderne,Il manquait juste un paillasson pour éviter toutes les traces de chaussures dans l’ entrée à cause de la neige,HR_REVIEWTEXT,"Un très bel appartement, à la déco moderne tout en gardant les codes de la montagne. Plein de rangements et très bien équipé pour ne manquer de rien.
Il manquait juste un paillasson pour éviter toutes les traces de chaussures dans l’entrée à cause de la neige mais cela devrait être rectifié pour les prochains.
Le propriétaire est facilement joignable et le service de conciergerie permet facilement une arrivée décalé (2h du matin nous concernant)"
63dbdbf127773349e06bd7f0,8180617426,NOT SPECIFIED,33728482,1675353183539,02/02/2023 15:51:13 CST,ski fernie flyfish on the elk river,en_us,83,great ski house,Parking was ample and salt provided for the snow that did fall for the stairs.,HR_REVIEWTEXT,"Had a great stay at this property for 5 guests on a ski trip to Fernie. The house is very large and spacious and a bit eclectic. Kitchen is stocked for pretty much anything you could imagine. Even a proper tray for baguettes. Large open living room and dining room with fireplace make it great for relaxing/game night. The back entrance is perfect for skis and boots. This is also where the sauna is and exit to the hot tub. Very nice the house was stocked with trash bags and paper towel as this can be rare with rentals.
While the washer and dryer happened to be on the fritz, the host was great with communication and helping give solutions to have any clothes washed/dried while we were there. Parking was ample and salt provided for the snow that did fall for the stairs. There are 2 showers and the master has a tub with a shower wand. The master also has a balcony to ""lord over"" the main living room.
The turret was great to get 360 mountain views. The house was about a 15-20 min walk to the downtown area but all streets are well lit. Would recommend and stay again."
63ddae11b20a9c61382394a3,8181132044,NOT SPECIFIED,33741149,1675472480728,04/02/2023 01:00:01 CST,family friendly true log home experience,en_au,83,log cabin in the woods,He helped when we got a car stuck after snow fall (driver error - not me) and if you did not see his car you would not have known he was there.,HR_REVIEWTEXT,"This is a lovely log cabin which offers lots of space for guests to spread out in. 

The kitchen is well appointed with everything you need for a comfortable stay. The mud /ski room makes getting in and out of gear easy albeit it could use a few more spots for skis. The rooms are all a nice size and the tv room is a great space and doesn’t impact the other lounge area (no noise).

The property is about 1km walk from the village which was a nice stroll and not i convenient. The ski in was easy and ended about 50m from the property whilst the walk to put skis on is about 350m slightly uphill. The walk was simple enough.

All in all we really enjoyed the property and found it great value. 

We note previous reviews mentioned the tenant and I would say the current tenant is great! He helped when we got a car stuck after snow fall (driver error - not me) and if you didn’t see his car you wouldn’t have known he was there.

The owner was great really communicated well and when their was an issue with the spa had it fixed quickly."
63e0b76a48c27f61a66a9389,8182091548,NOT SPECIFIED,34063020,1675671422727,06/02/2023 08:16:42 CST,central 2 bedrooms with balcony rue commandant andré,fr_fr,83,"bien situé, agréable mais des petites choses à revoir","Salle d' eau : une ampoule qui marche par intermittence, pas de lumière sur la glace impossible de se maquiller.",HR_REVIEWTEXT,"J'espère vivement que les petits points négatifs seront corrigés afin que je puisse revenir l'année prochaine.
Points positifs : Idéalement situé proche de tout. Accueil à l’hôtel juste à côté. Propriétaire très réactif s’il y a un problème. Pièce de vie très agréable
Bon à savoir : 2e étage sans ascenseur, 1 chbre single (6m2) et 1 alcôve (6,5m2) fermée par une porte coulissante accueillant 2 lits simples sans aucun rangement ni fenêtre.
A mon avis pour 3 adultes maximum ou 2 adultes + enfants.
Points négatifs : Petites choses pas très graves devraient être améliorée rapidement. 
Toilettes : lunette cassée, pas de brosse wc (brosse cuisine ?)
Salle d’eau : une ampoule qui marche par intermittence, pas de lumière sur la glace impossible de se maquiller. Tapis de sortie de douche à changer. 
Cuisine : trop peu de verre (3) les 2 autres pas stables sur la table (verre Coupe du monde Qatar), manque écumoire et louche et aussi des ustensiles en plastique (cuillère en bois source de bactéries), les deux grandes poêles sont à changer. Manque couvercle à la poubelle
Les 2 lits de l'alcôve sont HS.
Les serviettes de toilette mériteraient d’être renouvelées.
Il faudrait rajouter une glace (par exemple entre Wc et Sd’eau où l’on puisse se voir en entier
1 coup de peinture sur les murs serait la touche finale pour un appartement quasi parfait."
63df676a8bf82d328c457eda,8181663365,NOT SPECIFIED,32111290,1675585407706,05/02/2023 08:23:06 CST,"resort center 34 m² comfort 4 * 4 people, wifi, ski slopes, south terrace",fr_fr,83,une prestation à la hauteur !,"Un seul bémol pour les skieurs, indépendant du logement, l' escalier donnant accès à l' espace neige depuis les casiers à skis est particulièrement difficile à emprunter.",HR_REVIEWTEXT,"Un appartement très bien situé avec une superbe vue sur la montagne et parfaitement équipé dans lequel il est agréable de se ""poser"" après une journée d'activités neige.
Un seul bémol pour les skieurs, indépendant du logement, l'escalier donnant accès à l'espace neige depuis les casiers à skis est particulièrement difficile à emprunter."
63e02b4f1fc67a7fec87eab0,8181937016,NOT SPECIFIED,78082035,1675635545205,05/02/2023 22:18:54 CST,"u503 sunny & 75  ... · u503-across from the pool! resort amenities, free parking, self check in!",en_us,83,worst stay ever,"Mold in the bathroom sink, shower, and shower head.",HR_REVIEWTEXT,"We have stayed in a multitude of homes, apartments, condos, and hotels around the US, Caribbean, and Asia while travelling for work over the last 12 years. Nothing has been remotely this horrible. Dark, dirty, dingy. Cockroaches. Totally inadequate kitchen supplies. Both burners broken. One of two burners did not operate. Lights and switches inoperable. Outlets inoperable and falling out of wall. Mold in the mini-fridge. Mold in the bathroom sink, shower, and shower head. Pots and pans rusty and unusable. Cable NOT provided. Guests could not sleep in the 2nd bed. Host did NOT respond to our request for help. VRBO did not respond to our request for help. Will not stay in unit 503 OR use host Carmen ever again."
63dfa2fb30ae7c5a1597db96,8181723088,NOT SPECIFIED,22060387,1675600677283,05/02/2023 12:37:04 CST,holiday home with wood-burning fireplace in quiet surroundings,de_de,83,"schönes ferienhaus im jagdhausstil, bedingt kleinkind geeignet","Bei einem Aufenthalt mit Kleinkind, Baby stellt die Treppe eine große Gefahr da.",HR_REVIEWTEXT,"Wir haben einen wunderschönen, schneeweißen Familienurlaub im einsamen und sehr ruhigen Dolni Dvur verbracht. Die Unterkunft ist rustikal, es wird vermutlich eine ehemalige Jagdhütte sein, welche mit vielen authentischen entsprechenden Dekorationen auszuwerten weiß. Man ist nah am Nationalpark, ein Auto ist aber definitiv für fast alle Ausflüge notwendig.

Das Haus besteht aus einen Vorraum und Wohnzimmer mit Kamin in der unteren Etage. Vom Wohnzimmer geht eine mittelsteile Treppe hinauf in einem zweiten Wohn-Essraum. Dort befinden sich ebenso Toilette (einfach aber wie alles sehr sauber), eine Küche und die beiden Schlafzimmer. Geschlafen haben wir sehr gut, die Bettwäsche war sauber und der Jahreszeit entsprechend dick. Die Küche bietet tatsächlich nur das nötigste und ist wie auf den Bildern zu sehen, sehr klein. Wir waren zu viert (davon zwei Kinder) und konnten uns arrangieren. Mit mehreren Erwachsenen wird es wohl etwas eng.

Wissen sollte man, dass bei der Schnee der Aufstieg zum Haus mühsam ist. Besonders mit Kleinkind/Baby oder Gepäck. Der Weg zur Hütte (ca 50-80 Meter) wird nicht geräumt (!) und ist einen Hang hinauf. Bei Schnee war es z.T. sehr schwierig oder man hat Spaß am Schneeschippen ;) . Auch der Parkplatz wurde bei unserem Aufenthalt max einmal am Tag geräumt. Manchmal auch nicht,sodass an der Kirche (ca 1,2 Km entfernt) geparkt. werden musste. Das ist aber sicherlich nur ein Winterproblem. Das vorbestellte Babybett haben wir nicht bekommen, die Heizung im Wohnzimmer war ab Tag zwei leider kalt (Luft in der Heizung, wurde uns jedoch erst bei Abfahrt erklärt). Oben war es aber jederzeit schön warm und dort auch unser Aufenthaltsort. Wir haben uns dann abends den Kamin angemacht. 

Bei einem Aufenthalt mit Kleinkind, Baby stellt die Treppe eine große Gefahr da. Sie ist sehr offen und direkt am Küchentisch. Hier wäre eine Babysperre sehr hilfreich.

Im Ganzen haben wir unseren Aufenthalt sehr genossen und können einen Urlaub hier empfehlen."
63e481dae853e17995b94daa,8183090280,NOT SPECIFIED,33668728,1675919878738,09/02/2023 05:17:14 CST,beautiful cabin in the pines on cul-de-sac,en_us,83,"""maravillosa cabana"" (marvelous cabin) very well equipped","After we removed the snow, we were able to park the cars but it was also very slippery and we did had a very hard time to accommodate the cars.",HR_REVIEWTEXT,"Thank you, the cabin was very well equipped in the kitchen, restrooms, bedrooms, and more. The only recommendation i give is, that if is snowing shared with the guest that they need to remove the snow to be able to park the cars in the drive way. I don't have any experience with this and after you call us with the situation with the neighbors I got very tense. We had to remove the snow and it was very late and very cold. After we removed the snow, we were able to park the cars but it was also very slippery and we did had a very hard time to accommodate the cars. We could have done this earlier during the day and not late at night. The good thing of this experience is that now I know what to do next time that there is snow in the drive way :) . Sorry with the inconvenient we caused with the neighbors, I felt very bad. I do hope to return to this cabin in the future, it was great."
63d80a061d5354160405d07e,8179497804,NOT SPECIFIED,90237496,1675102772125,30/01/2023 18:18:46 CST,3bedroomfullyremodeled,en_us,83,great location not much else,Truly made us feel like criminals Garage had a huge hole in the roof.,HR_REVIEWTEXT,"Upon arrival we were happy with the location. It was minutes away from everything we needed to do and only 30 mins from the quarter. But we chose this location so all the kids could enjoy being outside and away from the winter weather. The door to the back door was locked, one of the access points had a stump so we couldn't get in the back and the other gate was blocked. I messaged the owner and asked if we could use the back since there was nothing barring us from using it in the listing. We had to lift kids over and climb over to use the back yard. We moved the camera so it still pointed at the street but wasn't on the kids playing and the owner messaged us asking us to put it back. We were so uncomfortable we didn't let the kids go back outside. Truly made us feel like criminals Garage had a huge hole in the roof. Nothing provided to cook with other than pots, no spatulas cooking sheetc ECT,. The outlets in most of the house didn't work. There were sparks coming from the ones in the master bed and the only outlet that did work in there was falling out of the wall. Jets in the tub in the master bath didn't work. In the other bathroom the outlets didn't work, both tubsand stand up shower didn't drain, had standing water, and had black gunk coming from the drains and one of the overhead lights/fans didn't work. Heat settings were at 64° block so we were all freezing. Broken glass littered the flower pots. Laundry room was locked off from being used (we had babies with us). We had to buy our own cleaning products because the owner said there was some but we couldn't find it."
63dacb762e9bbe77a05a949a,8180299286,NOT SPECIFIED,67343501,1675283372217,01/02/2023 20:28:38 CST,big sky town center home w/private hot tub close to big sky resort - mountain view chalet,en_us,83,perfect big sky retreat,"Very responsive property management, including having the snow promptly shoveled in the driveway and walkway even as 30 inches fell while we were there!",HR_REVIEWTEXT,"Accommodation is beautiful and location perfect! We have stayed here twice now and each time was a wonderful experience. Very responsive property management, including having the snow promptly shoveled in the driveway and walkway even as 30 inches fell while we were there! Gorgeous broad view up the hill out the back glass doors. So enjoyed relaxing in front of the wood fire - plenty of wood provided in the enclosed garage. Location is 20min from Big Sky resort and within 10 min of lots of good restaurants. Having stayed higher and lower on the mountain, we think this is absolutely the best spot. We sure hope to come back to this lovely home again and again."
63dae8cb7b7bff0d612e2579,8180337797,NOT SPECIFIED,33706673,1675290868926,01/02/2023 22:33:47 CST,sale! sunset suite at casa gia boutique condo directly the sand w/ pool& hot tub,en_us,83,not as advertised,"Ceiling fan in master bedroom is hanging out of the ceiling, which is a safety issue.",HR_REVIEWTEXT,"Lights missing from the overhang to see to get in the front door and then lights missing to see to get into the third floor unit. This was not an ideal way to start vacation. Owner needs to install proper lighting as a skylight does not work in the dark. Ceiling fan in master bedroom is hanging out of the ceiling, which is a safety issue. Grill cannot be used as it has not been cleaned in years and is falling apart. No umbrellas around the pool. They only have the rusted out bases left. Cushions for the outdoor chairs are falling apart. Towel rack in guest bath is pulling away from the wall. No remote to the TV in one of the guest bedrooms, therefore unusable. Old broken light in the corner of the bedroom that just needs to be removed. The ceiling fan in the living room has all of the lightbulbs broken out of it and unusable. The entry door to the unit needs a fresh coat of paint as it has lots of wear and tear. The kitchen is nice, but who really uses a kitchen that much on vacation? The location is great. I really, really wanted this place to be nice as I paid a premium rate for it. The main photo they use to get you to book the property is not what you get. No patio furniture around the pool. Only rusted umbrella bases and rusted chairs. The pool heater does not work, so you cannot swim unless it is very warm in Florida. I am emailing the owner my photos that support these statements and I hope they will invest in their property."
